en_ar_GOOGLE	MatCoop
إن قرار طرد العاملين في المجال الإنساني وإسكات الآخرين عن طريق التهديد بالطرد، أو محاولات تقييد حرية حركة العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور (يوناميد) هي جزء من هذه السياسة الرامية إلى الحد من قدرة المراقبة الدولية. مجتمع.	0
وكلما زاد عدد الضحايا، أو كانت هجماتهم أكثر دراماتيكية، كلما زادت احتمالية التغطية الإعلامية.	0
&quot;ويكرر مجلس الأمن أيضا الإعراب عن قلقه البالغ إزاء عواقب عدم الاستقرار في شمال مالي على منطقة الساحل وخارجها، ويشدد على ضرورة الاستجابة بسرعة لهذه الأزمة من خلال اتباع نهج شامل واستراتيجي من أجل ضمان السلامة الإقليمية لجمهورية الكونغو الديمقراطية. مالي واستعادة استقرارها ومنع المزيد من زعزعة استقرار دول الساحل.	0
بصفتي ممثل الرئيس الحالي للاتحاد الأفريقي، يشرفني أن أحيل طيه البيان بشأن كوت ديفوار الصادر عن الاجتماع الأربعين لمجلس السلام والأمن التابع للاتحاد الأفريقي على مستوى رؤساء الدول. والحكومة المنعقدة في أديس أبابا في 6 تشرين الأول/أكتوبر 2005	1
كما تم الإبلاغ عن حوادث حبس السكان المدنيين، مصحوبة بعمليات إعدام تعسفية، فضلا عن مقتل مدنيين نتيجة للهجمات الجوية العشوائية التي تشنها القوات الحكومية.	0
(ج) التدابير التي تكفل حماية واحترام حقوق الإنسان للنساء والفتيات، ولا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والسلطة القضائية.	1
ونحن نتحدى أي شخص أن يقول إنه يوجد الآن اندلاع واحد للعنف أو المعركة في أي مكان في السودان.	0
وسنعمل معًا على البناء نحو اليوم الذي تتولى فيه القوات العراقية المسؤولية الكاملة عن حفظ الأمن والاستقرار في العراق.	1
كما أقامت المديرية التنفيذية علاقات قوية بشكل خاص مع بعض المنظمات الإقليمية ودون الإقليمية، ولا سيما الجماعة الكاريبية، ولجنة البلدان الأمريكية لمكافحة الإرهاب في الأمريكتين التابعة لمنظمة الدول الأمريكية، والمركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، والاتحاد الأفريقي. والجماعة الاقتصادية لدول غرب أفريقيا، والهيئة الحكومية الدولية المعنية ببرنامج بناء القدرات الإنمائية لمكافحة الإرهاب (ICPAT)، والجماعة الإنمائية للجنوب الأفريقي في أفريقيا؛ وفي أوروبا، ومجلس أوروبا، والاتحاد الأوروبي، ومنظمة الأمن والتعاون في أوروبا؛ منتدى جزر المحيط الهادئ في المحيط الهادئ؛ وبنك التنمية الآسيوي ورابطة دول جنوب شرق آسيا في آسيا.	1
إذا أضافت المحكمة إلى مسؤولياتها مجالًا جديدًا تمامًا من القانون يتعلق بالتعويض، فلن يتعين على المحكمة تطوير فقه قضائي جديد فحسب؛ وسيتعين عليها أيضًا توسيع عدد موظفيها بشكل كبير ووضع قواعد وإجراءات جديدة لتقييم المطالبات.	1
وقد بدأ البرنامج في ملاحظة الارتباطات وبناء الملفات التي قد تكون ذات صلة بدول أخرى، ويشيد الفريق بالطريقة التي يتم بها تبادل النتائج على المستوى الدولي.	1
ومع مراعاة أن هاتين الميليشيتين تحتفظان بعلاقات إقليمية وثيقة، أتوقع أن تتصرف حكومة الجمهورية العربية السورية بشكل بناء في هذه العملية.	1
ورغم وقوع هجمات أيضاً شنتها قوات المتمردين، لم تجد اللجنة أي دليل على أن هذه الهجمات منتشرة على نطاق واسع أو أنها استهدفت بشكل منهجي السكان المدنيين.	0
ومنذ ذلك الحين، حدث تطوران مهمان: نقل السجناء الثمانية الذين أدانتهم المحكمة حتى الآن في 31 تشرين الأول/أكتوبر 2009 إلى رواندا، حيث سيقضون مدة عقوباتهم، ونقل مرافق الاحتجاز التابعة للمحكمة في 16 تشرين الثاني/نوفمبر 2009 إلى رواندا. حكومة سيراليون.	1
كما ستتناول التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها بهدف تقديم الإرهابيين ومناصريهم إلى العدالة.	0
وإذ يلاحظ التطورات والمبادرات الأخيرة على المستويات الدولية والإقليمية ودون الإقليمية لمنع الإرهاب الدولي وقمعه، وإذ يلاحظ عمل المنتدى العالمي لمكافحة الإرهاب، ولا سيما اعتماده مؤخرا لمجموعة شاملة من الممارسات الجيدة للتصدي للمقاتلين الإرهابيين الأجانب هذه الظاهرة، ونشر العديد من الوثائق الإطارية والممارسات الجيدة الأخرى، بما في ذلك في مجالات مكافحة التطرف العنيف، والعدالة الجنائية، والسجون، والاختطاف للحصول على فدية، وتقديم الدعم لضحايا الإرهاب، والشرطة الموجهة نحو المجتمع المحلي، لمساعدة الدول المهتمة في التنفيذ العملي لإطار الأمم المتحدة القانوني والسياساتي لمكافحة الإرهاب واستكمال عمل كيانات الأمم المتحدة ذات الصلة بمكافحة الإرهاب في هذه المجالات،	1
