en_ar_DEEPL	MatConf
وبالإضافة إلى ذلك، قدم الاستعراض بيانات مفيدة فيما يتعلق بتأثير نظام الجزاءات، حيث أظهر الأفراد والكيانات الأكثر - والأقل - تأثراً به، سواء بسبب وجودهم جغرافياً خارج نطاق سيطرة الدولة أو بسبب عوامل أخرى تقوض التنفيذ.	1
وإذ تشير إلى الحق في حرية التعبير الوارد في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في عام 1948 ("الإعلان العالمي")، وإذ تشير أيضاً إلى الحق في حرية التعبير الوارد في المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية الذي اعتمدته الجمعية العامة في عام 1966 ("العهد الدولي") وأن أية قيود عليه لا تكون إلا تلك التي ينص عليها القانون وتكون ضرورية للأسباب المبينة في الفقرة 3 من المادة 19 من العهد الدولي,	0
ولتوجيه التزامات المانحين الجدد هذا العام، أعدت بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو: إعادة الإعمار 2000 - وهو برنامج عام لإعادة الإعمار والاستثمار يوجه الجهات المانحة نحو أولويات الهيكل الإداري المؤقت المشترك.	0
96. عانت دول منطقة غرب آسيا دون الإقليمية من عدد كبير من الهجمات الإرهابية. واتخذت هذه الدول خطوات علاجية هامة، بما في ذلك تعزيز تشريعاتها لمكافحة الإرهاب.	1
وفيما يتعلق بشبه جزيرة القرم، أبلغ الأمين العام المساعد المجلس بأنه بالإضافة إلى الانتهاكات السابقة لحقوق الإنسان التي تم الإبلاغ عنها، فقد حدثت زيادة في عدد حالات الاختفاء القسري، وأعرب عن قلقه إزاء اختطاف أربعة من تتار القرم خلال الشهر الماضي في شبه جزيرة القرم، وقد عُثر على أحدهم ميتاً.	1
وقد أفاد المراقبون بأن المدنيين النازحين الذين يعيشون تحت سيطرة الحكومة في هذه المناطق لا يزالون سجناء فعليين - محصورين في مخيمات ومستوطنات لا يتوفر فيها ما يكفي من الغذاء والمأوى والمساعدات الإنسانية، وهم معرضون باستمرار لخطر التعرض لمزيد من الهجمات والاغتصاب ونهب ما تبقى من ممتلكاتهم.	1
إن أولئك الذين يكتسبون أكبر قدر من الخبرة الإرهابية العملياتية اليوم هم أصغر سنًا حتى الآن، ويتألفون في المقام الأول من أفراد في سن المراهقة حتى أوائل الثلاثينيات.	1
وفي حين أن إصلاح قوات الأمن هو اختصاص سيادي، فإنني أشجع الحكومة على معالجة المشكلة الأساسية المتمثلة في تماسك الجيش الوطني، بما في ذلك من خلال بناء قوات مسلحة محترفة ومجهزة ومزودة بما يكفي من المعدات والإمدادات.	0
كما أن زيادة التنسيق وقابلية التشغيل البيني بين تلك المنظمات، فضلاً عن وضع وتبادل الاستراتيجيات المشتركة والسياسات التشغيلية وأفضل الممارسات في إدارة الأزمات المدنية من شأنه أن يعزز الكفاءة والاتساق في إدارة الأزمات.	0
23. خلال الزيارات الميدانية الأخيرة لمخيمات اللاجئين ومواقع المشردين داخليا والقرى المجاورة، سجلت البعثة عددا أقل من التقارير عن انتهاكات حقوق الإنسان.	0
وفي هذا السياق، ما زلنا نشعر بالقلق إزاء الفئات الأكثر ضعفاً في تيمور - ليشتي: الفقراء والنازحين.	0
كانوا يتطلعون إلى الترحيب بتيمور الشرقية في الأمم المتحدة.	0
وقد بعثت الملاحقة القضائية الناجحة للقراصنة المشتبه بهم وسجن المدانين رسالة قوية إلى الجناة وداعميهم بأنه لن يُسمح بالإفلات من العقاب.	1
وقد مكن إنشاء خلية التحليل المشتركة للبعثة البعثة من زيادة قدرتها على تحليل المعلومات وتبادلها في جميع أنحاء البعثة إلى حد كبير. ومع ذلك، ظلت البعثة تفتقر إلى إمكانية الحصول على معلومات استخبارية تكتيكية موثوقة.	0
47. اعتمدت دولتان من دول المنطقة دون الإقليمية الخمس تشريعات شاملة تغطي الجرائم الإرهابية ذات الصلة، في حين أن دولتين أخريين لديهما مشاريع قوانين لمكافحة الإرهاب إما أنها قيد النظر أو في انتظار اعتمادها.	0
خلال الفترة المشمولة بالتقرير، تم الانتهاء من وضع اللمسات الأخيرة على اللمحة العامة الأولية لتقييم المخاطر في كوسوفو وبدأت عملية تقييم المخاطر في جميع المناطق.	0
12. وفي الوقت نفسه، أُحرز مزيد من التقدم نحو إنشاء "خلية دمج الاستخبارات" في إطار الآلية الثلاثية. وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، يرافقه ضباط عسكريون روانديون وأوغنديون وكونغوليون، بزيارة كيسانغاني لتقييم التقدم المحرز نحو إنشاء الخلية.	0
