en_es_DEEP	MatConf
14. Sin embargo, los órganos internacionales de derechos humanos y otros también han planteado la preocupación de que ciertas medidas destinadas a combatir la incitación puedan haber sido excesivas o extralimitantes y haber infringido los derechos humanos, incluidos los derechos a la libertad de expresión y a no ser discriminados. Esto podría ser contraproducente, ya que crea el riesgo de que ciertas comunidades se alejen de los esfuerzos nacionales e internacionales de lucha contra el terrorismo.	1
Sin embargo, las tensiones entre comunidades han seguido siendo elevadas en algunas zonas, lo que ha provocado varios ataques.	1
No hacer nada contra un grupo tan malvado con el imprudente pretexto de que no representa ninguna amenaza para el Gobierno es abdicar de la responsabilidad cardinal de cualquier Estado, es decir, garantizar la seguridad de sus ciudadanos.	0
En las regiones centrales, los conflictos no resueltos también siguen afectando los medios de vida y retrasando la recuperación.	1
5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, emprendieron una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006.	1
La misión conjunta se reunió con partes interesadas nacionales e internacionales, incluidos representantes de la sociedad civil, líderes tradicionales y religiosos, partidos de oposición y militares.	0
La MINUSMA considera que el trato recibido por los detenidos durante el arresto y el interrogatorio puede constituir tortura u otros tratos o penas crueles, inhumanos o degradantes.	1
Expresando el deseo de unificar sus fuerzas y promover la armonía intercomunitaria dentro de todos los componentes de la sociedad del Azawad;	0
"El Consejo de Seguridad considera que las sanciones son una herramienta importante para luchar contra el terrorismo y subraya la importancia de aplicar pronta y eficazmente las resoluciones pertinentes, en particular las resoluciones 1267 (1999) y 1989 (2011) del Consejo de Seguridad como instrumento clave en la lucha contra el terrorismo. .	0
La información que tenemos indica que el enviado especial ya está explorando nuevos arreglos que darían cabida y apaciguarían el incumplimiento por parte de Etiopía de los términos del Acuerdo de Argel y su rechazo de la decisión de la Comisión de Límites.	0
Condenando todos los ataques contra el personal humanitario y de mantenimiento de la paz de las Naciones Unidas, independientemente de sus autores, y destacando que los responsables de esos ataques deben ser llevados ante la justicia.	0
El decreto impulsó nuevos avances en relación con la integración de los grupos armados congoleños en las FARDC.	0
Las violaciones incluyen actividades como la mejora de las estructuras físicas en las zonas restringidas definidas por el acuerdo y la imposición de restricciones a los movimientos de los observadores militares de las Naciones Unidas.	1
Se han cumplido los requisitos para la retirada de las tropas y los activos militares sirios, así como para la celebración de elecciones legislativas libres y creíbles.	0
3. Los sistemas comerciales de doble uso se producen con fines civiles, pero también pueden utilizarse en ataques terroristas.	1
a) Los actos de violencia ocurridos en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que provocaron dos muertos, al menos cuatro heridos por arma de fuego y otros dos heridos graves;	1
En este contexto, diré unas palabras sobre la resolución del Consejo recientemente aprobada sobre el Yemen, una condena largamente esperada de los abusos del Gobierno yemení.	0
En un número limitado de casos, el pago de prestaciones puede haber alentado a los comandantes a volver a reclutar a niños que ya habían liberado.	1
Recordando las conclusiones del informe final (S/1994/1405) de la Comisión de Expertos, establecida en virtud de la resolución 935 (1994) del Consejo de Seguridad, entre las que figuraba que "existen pruebas abrumadoras que demuestran que los actos de genocidio contra el grupo tutsi fueron perpetrados", y señalando que durante el genocidio, los hutus y otros que se oponían a él también fueron asesinados,	1
El Comité afirmó que en Baram algunos soldados y 13 civiles fueron asesinados por los rebeldes dentro del hospital.	1
Sin embargo, la información sobre el nivel de implementación del reglamento es escasa.	0
Exhortar a los Estados a cumplir con sus obligaciones de investigar, buscar, procesar o extraditar a personas sospechosas de haber cometido genocidio, crímenes de guerra, crímenes contra la humanidad u otras violaciones graves del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, independientemente de su condición o afiliación política.	0
Además, los obstáculos procesales limitan el acceso de las víctimas a la justicia.	1
Tengo el honor de remitirle una carta de fecha 28 de octubre de 2005 dirigida a usted por S.E. Sr. Isaias Afwerki, Presidente del Estado de Eritrea, sobre el proceso de paz en el conflicto fronterizo entre Eritrea y Etiopía.	0
Lo impulsó a hacerlo la necesidad de garantizar que las medidas del Consejo de Seguridad contra Al-Qaida y los talibanes siguieran siendo pertinentes para la amenaza y que los objetivos de las sanciones estuvieran suficientemente bien identificados para permitir a los Estados Miembros adoptar las medidas necesarias contra ellos.	1
La visita a Bouaké se produjo un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia del alto el fuego en Duékoué.	1
Durante la misma sesión, de conformidad con el párrafo 41 de la resolución 2093 (2013), el Coordinador del Grupo de Supervisión presentó la evaluación del Grupo de los progresos realizados por el Gobierno Federal de Somalia en el establecimiento de infraestructura logística para la gestión de armas y el establecimiento de procedimientos de control de armas.	0
La comunidad internacional ha investigado adecuadamente algunos casos destacados relacionados con la delincuencia organizada, incluido el tráfico de personas y de drogas, y los autores han comparecido ante la justicia.	0
Por ejemplo, Uzbekistán estableció normas de control interno y sanciones para las entidades que no informan, y Turkmenistán y Uzbekistán introdujeron procedimientos estrictos de identificación de clientes y mantenimiento de registros.	1
26. El Comité ha seguido cooperando con la Organización Internacional de Policía Criminal (INTERPOL), incluso mediante la emisión de avisos especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas destinados a alertar a las autoridades nacionales competentes encargadas de hacer cumplir la ley responsables de la aplicación de sanciones a personas o entidades sujetas a las sanciones del Consejo. medidas de sanciones (véanse los párrs. 32 y 34 infra).	0
En el párrafo 3 de esa resolución, el Consejo me pidió que restableciera, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, dentro de los 30 días siguientes a la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión mencionado en el párrafo 3 de la resolución 1558 (2004) para cumplir el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005).	0
Dos años de conflicto habían agudizado las diferencias políticas y profundizado las ya graves condiciones sociales y económicas de la gran mayoría de la población.	1
19. Dos Estados han tipificado como delito la financiación del terrorismo, mientras que otros cinco han introducido algunas disposiciones jurídicas para abordar la cuestión.	0
Reitera la necesidad de convocar lo antes posible una conferencia internacional para aplicar el Comunicado de Ginebra a fin de facilitar un proceso político dirigido por Siria que conduzca a una transición que acelere el fin del conflicto en Siria.	0
Por ejemplo, una unidad militar, actuando bajo órdenes superiores, se propone detener, contrariamente al derecho internacional, a varios civiles enemigos. Uno de los militares, en plena acción militar, mata o tortura a uno de esos civiles.	1
El informe de Los Palos señaló problemas en la relación entre los veteranos y los nuevos reclutas.	1
n) Consultar con los servicios de inteligencia y seguridad de los Estados miembros, incluso a través de foros regionales, para facilitar el intercambio de información y fortalecer la aplicación de las medidas;	0
Destacando que mejorar el diálogo y ampliar el entendimiento entre civilizaciones, en un esfuerzo por prevenir ataques indiscriminados contra diferentes religiones y culturas, y abordar los conflictos regionales no resueltos y toda la gama de cuestiones globales, incluidas las cuestiones de desarrollo, contribuirá a la cooperación internacional, que al es necesario para sostener la lucha más amplia posible contra el terrorismo,	0
