en_es_DEEP	VerCoop
122. Las pruebas establecen que hombres armados bajo el mando de Abilio Mesquita iniciaron el ataque a la residencia del General de Brigada Ruak el 24 de mayo, como se describe en los párrafos 69 y 70 supra.	0
Los militares dispararon morteros contra civiles desarmados.	0
Sin embargo, la situación de la seguridad sigue siendo una verdadera preocupación para todos, a pesar de la disminución de los acontecimientos relacionados con la seguridad en diciembre de 2011 y enero de 2012, en comparación con los dos meses anteriores del año pasado.	0
Sus tácticas son las clásicas del terror: forzar el cambio político mediante el asesinato y la intimidación. Al-Qaida es un movimiento takfiri que afirma que es el único que abraza las verdaderas enseñanzas del Islam y justifica su violencia como un deber sagrado de defensa contra todos los que no están de acuerdo, que por lo tanto son infieles y pueden ser atacados.	0
Los líderes de las Instituciones Provisionales de Autogobierno frecuentemente eluden sus obligaciones bajo la resolución 1244 (1999) y el Marco Constitucional.	0
Testigos presenciales identificaron que esas personas habían participado en un ataque a una aldea, que a menudo incluía incendios, saqueos, asesinatos y, en ocasiones, violaciones.	0
- Asesorar al Gobierno..., según corresponda, sobre la reforma del sector de la seguridad y la organización del futuro Ejército Nacional, incluido el establecimiento de un mecanismo de investigación de antecedentes eficaz, de conformidad con las normas internacionales,	1
22. En su 44ª reunión formal, celebrada el 1 de mayo de 2014, el Grupo de Trabajo examinó el informe del Secretario General sobre los niños y el conflicto armado en Malí (S/2014/267), que abarcaba el período comprendido entre enero de 2012 y diciembre de 2013.	1
El Consejo de Seguridad elogia a este respecto el apoyo brindado por los países vecinos a los refugiados de la República Democrática del Congo.	1
Se espera que el debate sobre la cuestión en la Asamblea General proporcione un importante impulso adicional al establecimiento de un sistema mundial eficaz para contrarrestar nuevas amenazas y desafíos, en interés de todos los miembros de la comunidad internacional.	1
Durante la reunión, las partes entablaron un amplio intercambio de opiniones sobre la implementación de las resoluciones del Consejo de Seguridad y sobre el ejercicio del principio de autodeterminación.	1
Actualmente, el riesgo de deserciones es bajo, ya que el gobierno central es débil, pero la situación puede cambiar si las autoridades afganas son capaces de desarrollar capacidades y reparar su reputación de corrupción e impotencia.	0
Tanto la resolución como el Convenio establecen que para que exista el delito de financiación del terrorismo, los fondos destinados a financiar el acto terrorista no necesitan ser producto del delito, y que el acto terrorista que los fondos estaban destinados a financiar en realidad no necesita haber tenido lugar o incluso haber sido intentado.	0
En el plazo de una semana después de que el Comité adopte sus orientaciones de política en un área determinada, la Dirección Ejecutiva debe desarrollar un plan para implementarlas y presentarlo al Comité para su aprobación.	1
5. 6 de octubre de 2012 (Yayladağı/Hatay): A las 14.30 horas, una granada de mortero cayó dentro de la zona de responsabilidad del puesto fronterizo militar de Belengöz.	0
33. La Misión siguió concienciando al personal sobre las normas y reglamentos pertinentes de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales.	1
Los principales elementos de la declaración del Representante Permanente, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/3).	1
"El Consejo de Seguridad subraya la importancia de que las partes del Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, las cuestiones pendientes del Acuerdo General de Paz y la resolución de cuestiones críticas posteriores al referéndum de manera pacífica y mutuamente beneficiosa, incluidas las fronteras, la seguridad, la ciudadanía, deudas, activos, moneda y recursos naturales.	1
81. La capacidad de los comandantes para ejercer control, mantener conciencia de la situación y planificar y coordinar sus acciones vertical y horizontalmente a través de la estructura de mando es fundamental para cualquier operación militar o paramilitar. Dado que Al-Qaida, los talibanes y sus asociados participan en esa actividad, ellos también deben poseer los medios necesarios para hacerlo, incluido equipo de comunicaciones.	0
27. En varias ocasiones he manifestado mi firme convicción de que la mejor manera de lograr el desarme de Hizbullah y otras milicias es mediante un proceso político dirigido por el Líbano, que logre el objetivo final de que no haya en el Líbano más armas ni fuerzas armadas que los del Estado libanés.	0
:: Alentar a los Estados a promover el diálogo y la cooperación, incluso con la sociedad civil, el mundo académico y la industria, para hacer frente a la amenaza que plantea el tráfico ilícito de armas nucleares, químicas o biológicas y sus sistemas vectores y materiales conexos.	1
En la actualidad, se cree que unos 47 grupos armados no estatales “poseen o poseen” sistemas portátiles de defensa aérea.	0
Esta enmienda, que está en consonancia con el artículo 5 del Convenio del Consejo de Europa para la Prevención del Terrorismo, impondría una pena de 30 años de prisión a los infractores.	0
El estado del Nilo Azul también sigue siendo motivo de preocupación para nosotros.	0
Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que actualmente experimentan cambios históricos y profundos de ese tipo puede dar lugar a tensiones y preocupaciones de seguridad específicas.	0
30. En su resolución 1963 (2010), el Consejo de Seguridad alentó a la Dirección Ejecutiva a trabajar con los Estados Miembros en la elaboración de estrategias nacionales amplias e integradas de lucha contra el terrorismo.	1
45. La Organización Internacional de Policía Criminal (INTERPOL) emprendió programas de creación de capacidad en materia de lucha contra el terrorismo en la región del Sahel y el Cuerno de África para mejorar el intercambio de información entre los organismos, fortalecer su respuesta operacional integrada en la región y ampliar el uso de su red de comunicaciones seguras, bases de datos y servicios.	0
Todas las casas del pueblo fueron quemadas. Los cuerpos de las víctimas fueron enterrados en fosas comunes cerca del pueblo.	0
Se esperaba que las resoluciones 1521 (2003) y 1532 (2004), que pedían la congelación de activos, se pusieran a disposición de un proceso nacional de compensación a las víctimas, ya que el mandato de la Corte no incluye la compensación a las víctimas.	1
13. Se registraron novedades positivas en la estructura de lucha contra la corrupción, incluido el establecimiento de la Comisión Anticorrupción y la redacción de una ley sobre el establecimiento del Alto Tribunal Administrativo, Fiscal y de Auditoría previsto en la Constitución.	0
b) Armas convencionales 113. Sobre la base de su análisis general, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y ligeras. a 2. Territorio del embargo	1
Destaca la importancia de garantizar el acceso de las organizaciones pertinentes, según corresponda, a todas las prisiones y lugares de detención en [el país afectado], y pide el pleno respeto del derecho internacional pertinente, incluido el derecho humanitario y el derecho de los derechos humanos...	1
80. En su décimo informe, el Equipo recomendó que, a fin de aumentar la exactitud de la Lista y sus efectos, al ponerse en contacto con el Estado de residencia en el contexto del examen, el Comité debería solicitar toda la información sobre el paradero del partido, sus circunstancias y actividades, junto con una nota de cualquier medida adicional adoptada para impedir su apoyo al terrorismo (S/2009/502, párr. 24).	1
El Comandante General de la PNTL retiró armas de la Armería Nacional de la PNTL sin el conocimiento del oficial de la armería. El 23 de marzo, se enviaron 60 armas Steyr y 50 cajas de municiones al recinto de la URP en Alieu. El 15 de abril, 10 armas y municiones Steyr fueron enviadas a la comisaría de policía de Liquiça.	0
Sin embargo, los detenidos fueron sometidos a graves actos de violencia contra la vida y la persona.	0
Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas con el fin de extraerles información sobre los rebeldes, como castigo o para aterrorizar a la población.	0
El Consejo de Seguridad reafirma el principio de no devolución de refugiados, según lo dispuesto en los instrumentos pertinentes del derecho internacional, acoge con satisfacción los recientes esfuerzos de los países vecinos [al Estado afectado] para apoyar la repatriación voluntaria de los refugiados en condiciones de seguridad y dignidad, e insta a los países de acogida Los Estados deben continuar brindando protección internacional a [aquellos] refugiados que la necesitan.	1
3. Durante los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad del Líbano.	0
El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos.	1
En segundo lugar, la información limitada crea frustración y descontento entre las personas responsables de verificar la Lista, de quienes depende en gran medida su implementación efectiva, aumentando el riesgo de que los nombres incluidos no sean detectados y que las medidas puedan aplicarse a objetivos no deseados.	0
157. El Equipo compareció ante el Grupo de Trabajo establecido en virtud de la resolución 1566 (2004) para examinar el terrorismo y las sanciones.	1
En sus intervenciones, los Estados Miembros consideraron que el terrorismo era una de las amenazas más graves a la paz y la seguridad internacionales y que derrotarlo requería un esfuerzo coordinado sostenido.	1
El Comité afirmó que el Gobierno trata de proteger a la población civil, que no lanza operaciones militares contra civiles y que sólo ataca a los rebeldes.	0
Según informes de testigos, durante el ataque se atacaron civiles, entre ellos mujeres, niños y ancianos.	0
Los participantes en la misión conjunta consultaron con todas las partes interesadas en Burkina Faso para establecer acuerdos para el traspaso del poder de los militares a una transición consensuada y dirigida por civiles que conduzca a elecciones y el rápido retorno del orden constitucional.	1
b) La aplicación de todas las cuestiones pendientes mencionadas en el párrafo 12 supra, recordando a este respecto que la aplicación concomitante del proceso de identificación y del acantonamiento de las fuerzas, según lo previsto en el programa nacional de desarme, desmovilización, reinserción y rehabilitación firmado en Yamoussoukro el 14 de mayo de 2005, aceleraría la creación de condiciones para la celebración de elecciones libres, justas, abiertas y transparentes;	0
Alrededor de las 12.30 horas. El Sr. Malik y el Coronel Reis, Asesor Jefe de Entrenamiento Militar, que también había escuchado las comunicaciones por radio, hablaron cada uno por separado con el Representante Especial del Secretario General. Ambos hombres solicitaron y obtuvieron permiso para intervenir.	1
En la 5059ª sesión del Consejo de Seguridad, celebrada el 19 de octubre de 2004, en relación con el examen por el Consejo del tema titulado "Amenaza a la paz y la seguridad internacionales causada por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
