en_es_DEEPL	MatCoop
"El Consejo de Seguridad recuerda el compromiso del Gobierno del Chad, esbozado en la carta enviada al Presidente del Consejo de Seguridad de fecha 7 de septiembre de 2010 (S/2010/470), de asumir la plena responsabilidad de la seguridad y la protección de la población civil en el este del Chad, incluidos los refugiados, los desplazados internos, los repatriados y las comunidades de acogida, con especial atención a las mujeres y los niños, el personal de las Naciones Unidas y el personal humanitario y los bienes, de conformidad con las obligaciones que le incumben en virtud del derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados.	1
36. Durante el período que abarca el informe, la MINURCAT prosiguió sus esfuerzos de sensibilización sobre el VIH/SIDA.	1
Este conflicto es también una guerra de información (manipulación y desinformación).	0
(i) Facilitar la investigación en aquellos ámbitos de las tres resoluciones que requieran un examen más detenido, incluido el análisis de las tendencias y metodologías relacionadas con el terrorismo en entornos mundiales y regionales y el análisis de las medidas antiterroristas;	1
Siempre que es posible, los gobiernos colaboran con sus territorios para animarles a elaborar las leyes antiterroristas nacionales adecuadas, pero en muchos casos es necesario mejorar estos marcos.	1
Esta invitación, así como la cooperación que el Relator Especial recibió durante su visita, reflejan el compromiso del Gobierno de Burkina Faso para garantizar que sus esfuerzos en la lucha contra el terrorismo están en consonancia con las leyes y normas internacionales de derechos humanos.	0
El informe se presentó al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 22 de febrero de 2011, de conformidad con la resolución 1904 (2009) del Consejo de Seguridad, y actualmente está siendo examinado por el Comité.	0
El 1 de febrero los peticionarios no habían recibido respuesta alguna. El 3 de febrero, los peticionarios abandonaron sus barracones, dejando atrás sus armas. Se reunieron en Dili y solicitaron una entrevista con el Presidente el 7 de febrero.	1
(a) Encontrar la manera de intensificar y acelerar el intercambio de información operativa, especialmente en lo que se refiere a las acciones o movimientos de personas o redes terroristas; los documentos de viaje falsos o falsificados; el tráfico de armas, explosivos o materiales sensibles; la utilización de tecnologías de la comunicación por parte de grupos terroristas; y la amenaza que supone la posesión de armas de destrucción masiva por parte de grupos terroristas;	1
El Ministerio de Justicia ha creado una célula especializada en la redistribución de la justicia y el sistema penitenciario, con la asistencia técnica de la ONUCI, para facilitar el proceso de redistribución de la policía, la justicia y el sistema penitenciario.	1
La Oficina de Información y Administración supervisará las evaluaciones de fin de ciclo en el sistema electrónico de evaluación del rendimiento (e-PAS) para todo el personal de la Dirección Ejecutiva, y ayudará a todos los miembros del personal que participen en la nueva iniciativa voluntaria de intercambio en red para fomentar la movilidad mediante traslados laterales del personal en grupos en red, como la red profesional de política, paz y seguridad.	1
Esperamos profundizar nuestra relación con las Naciones Unidas en el futuro.	0
Todos los Estados disponen de una política antiterrorista y la gran mayoría muestran conocimiento de Al-Qaida y los talibanes, aunque muchos no tengan como objetivo principal la Lista consolidada.	1
"El Consejo de Seguridad reafirma que los Estados miembros se abstendrán, en sus relaciones internacionales, de recurrir a la amenaza o al uso de la fuerza contra la integridad territorial o la independencia política de cualquier Estado, y también prestarán a las Naciones Unidas toda la ayuda posible en cualquier acción que emprenda de conformidad con la Carta de las Naciones Unidas, y se abstendrán de prestar ayuda a cualquier Estado contra el que las Naciones Unidas estén adoptando medidas preventivas o coercitivas".	1
"El Consejo de Seguridad reconoce la necesidad de prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, incluso mediante el producto de la delincuencia organizada, entre otras cosas, la producción y el tráfico ilícitos de estupefacientes y de sus precursores químicos, así como la importancia de la cooperación internacional permanente con ese fin.	0
Además, la Acción Coordinada sobre Armas Ligeras ha decidido embarcarse en el desarrollo de normas internacionales para el control de las armas ligeras, no muy diferentes de las normas que se han creado sobre la acción contra las minas y sobre el desarme, la desmovilización y la reintegración.	1
"Subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración, sin demora, de unas elecciones presidenciales libres y justas, de conformidad con las normas constitucionales libanesas, sin injerencias ni influencias extranjeras y respetando plenamente las instituciones democráticas.	0
(d) El Comité velará por que todas las medidas adoptadas por los Estados miembros para luchar contra el terrorismo respeten todas las obligaciones que les incumben en virtud del derecho internacional, en particular el derecho internacional relativo a los derechos humanos, el derecho de los refugiados y el derecho humanitario;	1
Sin embargo, esto no debe ir en detrimento de la plena aplicación de la resolución 1559 (2004) y de todas las demás resoluciones del Consejo de Seguridad relativas al Líbano, que siguen siendo la mejor manera de garantizar la prosperidad y la estabilidad a largo plazo del Líbano como Estado democrático.	1
En el caso de África, el Consejo abordó la grave situación en la frontera entre Ruanda y la República Democrática del Congo, examinó el persistente estancamiento político entre Etiopía y Eritrea, evaluó la aplicación del embargo de armas a Somalia e intensificó los esfuerzos para reactivar el estancado proceso político en Costa de Marfil.	1
Además de las 12 personas de la Lista que figuran como fallecidas, el Equipo tiene conocimiento de otras 7 que han sido declaradas muertas por su Estado de residencia o ciudadanía, ya sea al Comité, al Equipo o a INTERPOL, y de otras 13 cuyo fallecimiento se ha comunicado en fuentes públicas pero que aún no se ha notificado oficialmente al Comité o al Equipo.	0
En segundo lugar, incluso en la búsqueda de la paz en medio de un conflicto, deben respetarse las normas fundamentales de los derechos humanos y el derecho humanitario.	1
También sentará las bases de un mecanismo eficaz de control de armas de fuego, que podría ayudar a las autoridades a gestionar la tenencia de armas.	1
También existe abundante material creíble que sugiere que se cometieron actos delictivos como parte de ataques generalizados o sistemáticos dirigidos contra la población civil, con conocimiento de los ataques.	0
Según los testigos, los habitantes huyeron del pueblo en dirección norte, hacia una zona boscosa a unos 5 km del pueblo.	0
Las Fuerzas Armadas Libanesas informaron a las Naciones Unidas de que el deterioro de la situación de seguridad en la República Árabe Siria les había llevado a adoptar medidas reforzadas para el control de la frontera con el fin de impedir el movimiento de armas y personal militar hacia y desde el Líbano.	1
66. Cinco Estados han promulgado leyes que tipifican como delito la financiación del terrorismo, y nueve Estados han promulgado leyes contra el blanqueo de capitales.	1
La población víctima era vigilada por guardias que utilizaban los látigos que portaban para controlarlas y humillarlas.	0
66. El fortalecimiento de las instituciones del Estado de derecho de Haití, incluida la reforma de la Policía Nacional de Haití, es esencial para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado.	1
Dada la larga hostilidad de estos grupos hacia las Naciones Unidas, esto sugiere un riesgo continuo para el personal de la misión.	0
El Gobierno de Malí puso inmediatamente la clínica en cuarentena, y las unidades de policía constituidas de la MINUSMA ayudaron a las autoridades malienses a garantizar la seguridad en torno a la clínica.	1
9. Toma nota del apoyo de las partes en el Acuerdo de Paz a la continuación de la fuerza multinacional de estabilización, recogido en la declaración de la reunión ministerial de la Conferencia de Aplicación de la Paz celebrada en Madrid el 16 de diciembre de 1998 (S/1999/139, anexo);	0
La República de Sudán del Sur está extremadamente preocupada por el deterioro de la situación de seguridad en las zonas fronterizas tanto de la República de Sudán como de la República de Sudán del Sur.	0
Los recientes informes sobre excombatientes que murieron de enfermedad e inanición en el campamento de Kotakoli subrayan la necesidad de que el Gobierno proporcione los recursos necesarios para hacer frente a las malas condiciones de los lugares de predesarme, desmovilización y reintegración, incluso poniendo a disposición del nuevo plan su contribución prometida de 10 millones de dólares.	1
94. Al haberse constatado la existencia de milicias y de las llamadas fuerzas paralelas, el Presidente de la República y el Gobierno de Reconciliación Nacional tienen la obligación de tomar todas las medidas necesarias para poner fin a sus actividades.	0
"El Consejo de Seguridad toma nota de la decisión de la cumbre de la Unión Africana celebrada en Sirte, en la que se pide al Consejo que imponga sanciones contra quienes, incluida Eritrea, prestan apoyo a los grupos armados dedicados a socavar la paz y la reconciliación en Somalia y la estabilidad regional.	0
57. El interés propio de quienes se oponen al establecimiento de un gobierno de buena fe ha sido una constante, y el Grupo de Supervisión ha puesto de manifiesto en sus informes anteriores este problema central en Somalia. El problema persiste, y el tema más conspicuo del presente informe es la tendencia constante a la escalada de la violencia potencial en una pauta de protección de intereses creados arraigados.	0
:: Cuestiones de política, planificación y falta de preparación en relación con la protección de los civiles; las amenazas y los retos en relación con la aplicación del mandato sobre el terreno; cómo pueden incorporarse mejor las experiencias y los retos de los países que aportan contingentes y fuerzas de policía en la aplicación de la protección de los civiles en el desarrollo de futuras estrategias y orientaciones; cómo garantizar que todo el personal de mantenimiento de la paz reciba formación utilizando las mismas normas sobre la protección de los civiles.	0
También ha informado al Consejo sobre la situación humanitaria en las zonas controladas por los grupos armados, que sigue siendo precaria, especialmente en la región de Luhansk.	0
Del mismo modo, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de "fondos y activos financieros" y "recursos económicos", sugiriendo que estos últimos incluyen: "[a]ctivos de todo tipo, tangibles o intangibles, muebles o inmuebles, que no sean fondos".	1
