en_es_TRANSFORMERS	MatCoop
Además, la región militar 3 de Mijek también ha cumplido en gran medida sus obligaciones a este respecto, y sólo se han cometido cuatro violaciones de la libertad de circulación.	1
La UNMIT y el equipo de las Naciones Unidas en el país están prestando un apoyo coordinado en todos los aspectos de la aplicación de la ley, en particular al Secretario de Estado para la Promoción de la Igualdad, que dirige la elaboración del plan de aplicación, y a la sociedad civil, a fin de dar a conocer la ley.	1
De conformidad con el artículo 3 común a los cuatro Convenios de Ginebra, el derecho internacional humanitario también es aplicable en los conflictos armados de carácter no internacional.	1
En Indonesia, Jemaah Islamiyah parece haberse alejado de los artefactos explosivos improvisados de gran tamaño transportados por vehículos, compuestos de explosivos comerciales o improvisados (clorato de potasio, azufre y polvo de aluminio combinados con un cebador como el TNT), como se utilizó en el primer bombardeo de Bali en octubre de 2002, hacia un enfoque más selectivo en el que las personas transportan bombas más pequeñas a la zona objetivo, como se observó en los segundos ataques de Bali en octubre de 2005.	0
El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 efectivos militares, incluidos 200 observadores y 125 oficiales de Estado Mayor, hasta 120 agentes de policía civil y el personal civil apropiado.A partir del 1° de junio de 2004, por un período inicial de seis meses, la ONUB estaría integrada inicialmente por las fuerzas de la Misión Africana en Burundi.	0
El Secretario General Adjunto informó además de que la violencia y los abusos de los derechos humanos continuaban a diario, entre ellos el uso de la tortura, el asesinato, la violación y la esclavitud por el EIIL, los castigos y los ataques contra los servicios civiles por grupos de oposición, incluidos grupos terroristas designados, y los ataques aéreos, incluso con bombas de barril, por parte del Gobierno contra zonas civiles, campamentos de desplazados internos e instalaciones civiles.	0
78. La UNODC y la Organización para la Seguridad y la Cooperación en Europa (OSCE) organizaron conjuntamente un taller regional de expertos sobre la aplicación de los instrumentos jurídicos universales contra el terrorismo como forma de mejorar la cooperación en la lucha contra el terrorismo en la cuenca del Mediterráneo, celebrado en Málaga (España) en septiembre de 2013.	1
VII. Fomento de la capacidad y apoyo para los enjuiciamientos relacionados con la piratería en la región	1
Las tensiones siguen siendo elevadas, especialmente en el noreste de Katanga, donde se han producido varios enfrentamientos entre unidades de las FARDC y grupos Mayi-Mayi. Los días 10 y 11 de agosto, las FARDC intercambiaron disparos con un grupo Mayi-Mayi cerca de la mina de oro de Lunga, a unos 200 kilómetros de Kalemie, y tomaron el control de la zona.	0
140. El 14 de diciembre de 2004 se iniciaron en Nyamena, con la mediación del Chad, conversaciones entre el Gobierno del Sudán y una delegación del Movimiento Nacional de Democracia y Democracia, y el 17 de diciembre las partes firmaron dos protocolos, uno sobre el acceso humanitario y otro sobre cuestiones de seguridad en la zona de guerra.	1
El Consejo alienta el establecimiento o fortalecimiento, cuando proceda, de mecanismos subregionales o regionales de cooperación, coordinación e intercambio de información, en particular la cooperación aduanera transfronteriza y las redes de intercambio de información, con miras a prevenir, combatir y erradicar el tráfico ilícito de armas pequeñas y armas ligeras a través de las fronteras.	0
Durante el conflicto actual, los soldados del Gobierno masacraron a personas en Monoko-Zohi, y se ha informado recientemente de tumbas comunes en Man y Danané atribuibles a las fuerzas del Gobierno.	0
Acojo con beneplácito los esfuerzos de los Estados por garantizar que los sospechosos sean sometidos a un juicio imparcial y que sus condiciones de encarcelamiento sean humanas y seguras, de conformidad con las normas internacionales de derechos humanos.	1
Casi todos los Estados tipifican como delito el uso de sus territorios para cometer o preparar actos terroristas contra los ciudadanos, las instalaciones y los representantes diplomáticos de otros Estados.	1
Su labor con las organizaciones regionales y subregionales debería centrarse en facilitar la interacción de las instituciones regionales y nacionales para resolver los problemas de la aplicación nacional, como la conciliación de prioridades, la armonización de enfoques, la facilitación de servicios de asesoramiento y redacción, y la adecuación de las solicitudes y los ofrecimientos de asistencia.	1
7. Observa con preocupación los informes de la ONUCI sobre la vigilancia de los medios de comunicación y los medios de comunicación a los que se hace referencia en ellos por incitar a la violencia y reanudar el conflicto interno, y destaca que sigue dispuesta a imponer sanciones contra quienes obstruyan el proceso electoral, en particular la acción de la Comisión Electoral Independiente y de todos los demás agentes involucrados, y la proclamación y certificación de los resultados de las elecciones presidenciales y parlamentarias;	0
9. En su resolución 22/13, el Consejo de Derechos Humanos instó al Gobierno de la República Popular Democrática de Corea a que cooperara plenamente con la investigación de la comisión, permitiera a los miembros de la comisión el acceso irrestricto a visitar el país y les proporcionara toda la información necesaria para que pudieran cumplir su mandato.	0
Insta a los signatarios del [acuerdo de paz] a que procuren encontrar una solución sostenible para el regreso voluntario, la reinstalación, la reintegración y la seguridad de las personas desplazadas, incluso abordando las cuestiones relativas a la tenencia de la tierra, con el apoyo del sistema de las Naciones Unidas, y a que cumplan a este respecto sus compromisos de conformidad con el Acuerdo Político y las obligaciones que les incumben en virtud del derecho internacional.	0
Todos estos actos de incitación al odio y a la guerra crean tensión en la comunidad ivoiriana.	0
7. Pide al Representante Ejecutivo del Secretario General que facilite y promueva el diálogo entre los interesados nacionales e internacionales, en particular en el contexto de las próximas elecciones, y que, al mismo tiempo, siga apoyando sus esfuerzos por mantener la paz y la estabilidad;	0
El componente de policía de la ONUCI se centra en prestar apoyo, orientación y asesoramiento a la policía nacional de Côte d'Ivoire y a las unidades mixtas de policía desplegadas en la antigua zona de confianza, así como a los 600 auxiliares de seguridad de las Forces nouvelles que recibieron capacitación de la ONUCI en 2006 y se desplegaron en la parte septentrional del país.	1
A medida que avanzaba la labor de la Comisión, se presentaron más testigos.	1
Los programas de medios de vida alternativos dirigidos a las comunidades, el acceso a los mercados, la construcción de carreteras y la infraestructura marítima que promueven la pesca y el comercio mediante la asistencia para el desarrollo harán más sostenibles los logros obtenidos mediante la lucha contra la piratería.	1
A menudo, sólo las víctimas representadas por un abogado alcanzan un nivel satisfactorio de indemnización.	1
Tres días después, el Jaleele compró 25 fusiles de asalto AK-47, 2 cañones antiaéreos, 6 ametralladoras PKM, 4 RPG-2 y municiones.	0
Se llevan a cabo operaciones específicas para recoger armas y municiones entregadas voluntariamente, en condiciones de amnistía o, de ser necesario, en operaciones más dirigidas.	1
El Consejo de Seguridad destaca la importancia del papel de las organizaciones y los arreglos regionales y subregionales y de la cooperación con ellos, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, en lo que respecta a la prevención de conflictos, la solución de conflictos, el mantenimiento de la paz y la consolidación de la paz, incluido el mantenimiento del orden constitucional, la promoción de los derechos humanos, la democracia, el estado de derecho y la lucha contra la impunidad.	0
