en_es_GOOGLE	MatConf
Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas].	0
Oyó gritar a otras niñas y pensó que a ellas también las estaban violando.	1
(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité establecido en virtud de la resolución 1267 (1999) (&quot;el Comité&quot;) determina caso por caso únicamente que la entrada o el tránsito están justificados;	0
Destacando que el derecho internacional prohíbe los ataques dirigidos consciente e intencionalmente contra el personal involucrado en una misión de asistencia humanitaria o de mantenimiento de la paz emprendida de conformidad con la Carta de las Naciones Unidas que, en situaciones de conflictos armados, constituyen crímenes de guerra, y recordando la necesidad de Los Estados deben poner fin a la impunidad por tales actos criminales.	1
El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 militares, incluidos 200 observadores y 125 oficiales de estado mayor, hasta 120 policías civiles y el personal civil apropiado. La ONUB, que se desplegará a partir del 1º de junio de 2004 por un período inicial de seis meses, estaría compuesta inicialmente por fuerzas de la Misión Africana en Burundi.	1
Los Estados deben garantizar que la aplicación de la legislación antiterrorista respete plenamente los derechos humanos.	0
13. El último grupo está formado por nuevos reclutas que se han radicalizado o se están radicalizando por los acontecimientos mundiales o por extremistas de sus comunidades que ya han sido seducidos por el mensaje de Al-Qaida, o incluso por sitios web terroristas y en salas de chat en la red. Internet.	1
&quot;El Consejo de Seguridad pide al Representante Especial del Secretario General para Burundi que, en estrecho contacto con el Representante Especial del Secretario General para la República Democrática del Congo, establezca los hechos e informe sobre ellos al Consejo lo antes posible. posible.	0
No se creó ningún documento que describiera las bases de la declaración, el alcance territorial de la declaración, el grado de intervención de las autoridades militares y los poderes conferidos y la forma de cooperación entre las F-FDTL y la PNTL o las decisiones del mando de operaciones sobre el terreno.	1
El 14 de abril de 2012, el Consejo de Seguridad adoptó la resolución 2042 (2012), en la que se destacó el compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la implementación urgente, integral e inmediata de todos los elementos de la propuesta; pidió a todas las partes en Siria, incluida la oposición, que cesen inmediatamente toda violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, después de consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por parte de todas las partes.	0
Informó al presidente Lahoud y al general Ghazali sobre la explosión en el momento en que se produjo [declaración de un testigo].	1
El Subsecretario General de Asuntos Políticos informó de un aumento de los ataques del LRA en 2011 y destacó las graves consecuencias para los civiles y la situación humanitaria.	1
20. Condena en términos igualmente enérgicos todos los actos de explotación sexual, abuso y trata de mujeres y niños por parte del personal militar, policial y civil involucrado en operaciones de las Naciones Unidas, acoge con satisfacción los esfuerzos realizados por los organismos de las Naciones Unidas y las operaciones de mantenimiento de la paz para aplicar una política de tolerancia cero. política a este respecto, y solicita al Secretario General y a los países que aportan personal que sigan adoptando todas las medidas necesarias para combatir esos abusos cometidos por ese personal, incluso mediante la plena aplicación sin demora de las medidas adoptadas en las resoluciones pertinentes de la Asamblea General basadas en sobre las recomendaciones del informe del Comité Especial de Mantenimiento de la Paz, A/59/19/Rev.1;	0
57. El interés propio de quienes se oponen al establecimiento de un gobierno de buena fe ha sido una constante, y en sus informes anteriores el Grupo de Supervisión ha dejado al descubierto este problema central en Somalia. El problema persiste, y el tema más notorio del presente informe es la tendencia constante a una escalada de violencia potencial en un patrón de protección de intereses creados arraigados.	0
Para ello, se le otorgaron amplios poderes, incluido el acceso irrestricto a todos los registros de propiedad en Bosnia y Herzegovina.	0
En el contexto de la posible imposición de sanciones por violación y otros actos de violencia sexual, el Consejo ha pedido a las misiones y órganos pertinentes de las Naciones Unidas que compartan toda la información pertinente con los comités de sanciones pertinentes del Consejo de Seguridad.	1
La Misión ha reevaluado sus compromisos operacionales a la luz de los refuerzos limitados autorizados en virtud de la resolución.	1
Las ejecuciones sumarias se dirigieron al grupo étnico Nande y a los pigmeos, que se vieron obligados a huir al bosque por primera vez para escapar de la persecución por su presunta colaboración con la Coalición Congoleña para la Democracia/Movimiento de Liberación (RCD-ML).	1
e) El Comité concederá gran importancia a la coordinación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo al preparar visitas y simplificar la presentación de informes;	0
En muchos casos, los Estados carecen de los recursos necesarios o no son lo suficientemente activos en materia de patrullaje, inspección y operaciones conjuntas con Estados vecinos, así como en la aplicación de medidas policiales comunitarias a nivel local. La introducción de tales medidas a lo largo de fronteras abiertas y la aplicación de formas innovadoras de cooperación y asistencia para abordar estas preocupaciones ayudaría a aumentar la eficacia de los controles fronterizos.	0
&quot;El Consejo de Seguridad reconoce que el terrorismo no será derrotado únicamente mediante la fuerza militar, medidas de aplicación de la ley y operaciones de inteligencia, y subraya la necesidad de abordar las condiciones que conducen a la propagación del terrorismo, como se describe en el Pilar I del Plan Global de Lucha contra el Terrorismo de las Naciones Unidas. -Estrategia contra el terrorismo (A/RES/60/288), y reitera la necesidad de abordar los factores que impulsan el reclutamiento y la radicalización hacia el terrorismo, y además reconoce que se requiere un enfoque integral para derrotar al terrorismo que incluya acciones nacionales, regionales, subregionales y multilaterales.	1
:: Las reuniones consultivas celebradas con varios asociados que reconocieron la importancia del programa de inversiones prioritarias y expresaron su compromiso de apoyar al G-5 del Sahel en lo que respecta a la financiación del programa y el establecimiento de la secretaría permanente, incluido el Consejo Mundial Banco Africano de Desarrollo, Banco Islámico de Desarrollo, fondos y bancos árabes, la Unión Europea y las Naciones Unidas. Estos socios elogiaron la energía del G-5 del Sahel y el fuerte liderazgo de los Jefes de Estado, como lo demuestra su excelente enfoque para abordar los principales desafíos en el Sahel, particularmente en las áreas de seguridad y desarrollo.	0
25. La marcha prevista para el 25 de marzo fue ampliamente publicitada y algunos la consideraron un serio desafío al Presidente y a las instituciones legítimas del Estado.	1
