en_es_DEEPL	VerConf
"El Consejo de Seguridad condena enérgicamente que se siga utilizando el territorio afgano, especialmente las zonas controladas por los talibanes, para dar refugio y adiestramiento a terroristas y para planear actos terroristas, y reafirma su convicción de que la supresión del terrorismo internacional es esencial para el mantenimiento de la paz y la seguridad internacionales. Insiste en que los talibanes dejen de proporcionar refugio y adiestramiento a terroristas internacionales y a sus organizaciones, adopten medidas efectivas para garantizar que el territorio bajo su control no se utiliza para instalaciones y campamentos terroristas ni para la preparación u organización de actos terroristas contra otros Estados o sus ciudadanos, y cooperen con los esfuerzos por llevar a los terroristas acusados ante la justicia.	1
Instamos a Israel a que cumpla sus obligaciones con respecto a la población de los territorios ocupados.	1
49. Sigue habiendo muchos retos en la lucha contra la impunidad, sobre todo en vista de la limitada capacidad de las autoridades judiciales civiles y militares para llevar a cabo investigaciones independientes y exhaustivas y proporcionar protección a víctimas y testigos.	1
3. Los sistemas comerciales de doble uso se producen con fines civiles pero también pueden utilizarse en atentados terroristas.	0
La Oficina de Información y Administración supervisará las evaluaciones de fin de ciclo en el sistema electrónico de evaluación del rendimiento (e-PAS) para todo el personal de la Dirección Ejecutiva, y ayudará a todos los miembros del personal que participen en la nueva iniciativa voluntaria de intercambio en red para fomentar la movilidad mediante traslados laterales del personal en grupos en red, como la red profesional de política, paz y seguridad.	0
Cabe destacar que los dos movimientos no argumentaron su caso desde un punto de vista tribal, sino que hablaron en nombre de todos los darfurianos, y dirigieron sus ataques principalmente contra instalaciones gubernamentales.	0
En las consultas a puerta cerrada que siguieron, los miembros del Consejo expresaron su apoyo a la UNSMIL y tomaron nota de los esfuerzos de estabilización del Gobierno Provisional.	0
Observando con preocupación la naturaleza cambiante de la amenaza que representan Al-Qaida, Usamah bin Ladin y los talibanes, y otros individuos, grupos, empresas y entidades asociados con ellos, en particular las formas en que se promueven las ideologías terroristas,	1
:: Informe al Comité establecido en virtud de la resolución 1540 (2004) después de cada reunión	0
Elogiando los progresos realizados hasta la fecha por el Comité contra el Terrorismo establecido por el Consejo de Seguridad en virtud del párrafo 6 de la resolución 1373 (2001), que actúa con arreglo al Capítulo VII de la Carta, en el desempeño de su importante responsabilidad de supervisar la aplicación de dicha resolución,	1
Las Naciones Unidas están estudiando la mejor manera de reforzar las capacidades antiterroristas de las misiones políticas especiales de las Naciones Unidas, las operaciones de mantenimiento de la paz y los equipos de las Naciones Unidas en los países.	0
Los pasos que puedan minar la confianza o perjudicar el resultado de las negociaciones deben detenerse e invertirse.	1
32. En el punto 67 de sus conclusiones, el Abogado General expone cinco razones por las que no debe aplicarse en este contexto un control de búsqueda: a) el carácter preventivo de las medidas sancionadoras contra Al-Qaida; b) el contexto internacional del acto impugnado; c) la necesidad de equilibrar las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las apreciaciones realizadas por el Comité 1267; y e) las mejoras introducidas en los últimos años en los procedimientos de exclusión de las listas en el seno del Comité 1267, en particular desde la sentencia Kadi del Tribunal de Justicia de 2008.	1
"El Consejo de Seguridad alienta a la UA-RTF a que mantenga sus operaciones contra todos los grupos del ERS, al tiempo que colabora con las Naciones Unidas y las organizaciones no gubernamentales para establecer lugares seguros de información y proporcionar información para ayudar al ERS que demuestre un compromiso genuino con la desmovilización y el desarme.	1
28. En cuarto lugar, plantea amenazas directas a la seguridad del personal de la misión.	1
Esta disposición clave de la resolución aún no se ha aplicado. Reafirma una decisión a la que se comprometieron todos los libaneses en el Acuerdo de Taif de 1989, tras la guerra civil.	1
La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar la aplicación; la segunda radica en las diversas formas en que los Estados interpretan sus obligaciones, y la tercera se refiere al alcance del embargo de armas y su pertinencia para la metodología en constante evolución de sus objetivos. A. Aplicación del embargo de armas	0
32. El Programa de Fortalecimiento de la Paz puesto en marcha por el Gobierno de Afganistán (véase el párrafo 16 supra) permitiría a los antiguos insurgentes volver a integrarse en la sociedad afgana.	0
Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un crimen punible en virtud del derecho internacional,	0
10. Además, para contrarrestar esa amenaza, exhorta a todos los Estados a que, de conformidad con sus autoridades jurídicas y legislaciones nacionales y con arreglo al derecho internacional, adopten medidas de cooperación para prevenir el tráfico ilícito de armas nucleares, químicas o biológicas, sus sistemas vectores y los materiales conexos;	1
"El Consejo de Seguridad acoge con satisfacción la resolución A/RES/64/289 de la Asamblea General por la que se establece la Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres (ONU Mujeres), que estará plenamente operativa en enero de 2011.	0
28. Varios Estados de la región africana subrayaron su determinación de garantizar que las medidas destinadas a salvaguardar a la población de los actos terroristas se adopten dentro de la legalidad y de conformidad con las obligaciones que les incumben en virtud del Derecho internacional.	0
A este respecto, tomamos nota de las declaraciones de los principales representantes electos de Kosovo, que condenaron inmediatamente el crimen y pidieron que los autores fueran llevados ante la justicia.	1
También señaló que los actos de terrorismo se definían como delitos comunes y se trataban con arreglo a los procedimientos penales ordinarios, y no con arreglo a normas especiales o por tribunales especiales.	1
Condenando también en los términos más enérgicos la incitación a cometer actos terroristas y repudiando los intentos de justificación o glorificación (apología) de actos terroristas que puedan incitar a nuevos actos terroristas,	1
190. Todos los Estados son partes en el Convenio sobre la Financiación del Terrorismo, y todos han introducido legislación contra el blanqueo de capitales y la financiación del terrorismo y establecido unidades de inteligencia financiera que son miembros del Grupo Egmont.	0
Las implicaciones de la muerte de Khalil Ibrahim para el proceso de paz de Darfur sólo se conocerán con el tiempo.	0
Además, en virtud del Pacto Internacional de Derechos Civiles y Políticos, incluso en una situación de emergencia pública no se puede hacer ninguna excepción a la prohibición del uso de la tortura.	0
A pesar de los informes que indican la existencia de grupos armados a lo largo de la frontera del estado de Bahr El Ghazal Occidental y Darfur Meridional, la UNMIS no pudo realizar una evaluación de estas zonas debido a la falta de garantías de seguridad por parte del SPLA.	0
42. Antes de que las fuerzas de seguridad comenzaran su acción, quienes consiguieron salir a la calle vieron que nadie había comenzado a marchar ni se comportaba de forma amenazadora o provocadora.	0
"El Consejo de Seguridad condena en los términos más enérgicos los atentados terroristas perpetrados en Argel el 11 de diciembre de 2007 cerca del Tribunal Supremo y de las oficinas de las Naciones Unidas, que causaron numerosos muertos y heridos, y expresa su profunda solidaridad y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familias, así como al pueblo y al Gobierno de Argelia.	1
19. Subraya a este respecto la importancia de los esfuerzos de los Estados miembros por desarrollar vías alternativas no violentas para la prevención y resolución de conflictos por parte de las personas afectadas y las comunidades locales a fin de disminuir el riesgo de radicalización hacia el terrorismo, así como de los esfuerzos por promover alternativas pacíficas a las narrativas violentas propugnadas por los combatientes terroristas extranjeros, y destaca el papel que puede desempeñar la educación para contrarrestar las narrativas terroristas;	0
De hecho, la mayoría de los ataques se dirigieron intencionadamente contra civiles y bienes de carácter civil.	0
