en_es_TRANSFORMERS	VerConf
Además del espectacular aumento de las corrientes de armas hacia Somalia, ambas partes también están distribuyendo muy activamente armas y municiones a sus milicias, dotando a los milicianos de equipo de combate individual, obteniendo y almacenando alimentos, medicamentos, combustible y otras necesidades para participar en combates sostenidos, organizándose en estructuras de tipo militar, intensificando el reclutamiento y la formación de milicias y elaborando estrategias y planes para derrotar militarmente a la otra parte.	0
En el informe de la misión de evaluación se menciona una creciente preocupación por los efectos humanitarios y económicos de la crisis en la región del Sahel.	1
Más allá de la zona de responsabilidad de la MINURCAT, en el este del Chad, otros acontecimientos también son motivo de preocupación.	1
Estamos razonablemente seguros de que estos grupos no podrán socavar el proceso electoral a nivel nacional.	1
4. Corresponde también a la Comisión caracterizar, desde el punto de vista del derecho penal internacional, las violaciones de las normas internacionales de derechos humanos y del derecho humanitario que pueda establecer, lo que se exige implícitamente en las nuevas tareas de la Comisión establecidas por el Consejo de Seguridad, a saber: a) determinar si esas violaciones equivalen a genocidio, y b) identificar a los autores.	0
Esto comenzó con el establecimiento por el Consejo de los tribunales especiales para la ex Yugoslavia en 1993 y un año después para Rwanda.	0
Es importante dar a las mujeres, que son las primeras víctimas de la violencia en todas sus manifestaciones, un papel primordial en el mantenimiento y la consolidación de la paz, y es aún más importante y urgente hacerlo en el proceso de prevención de conflictos.	1
Sin embargo, la situación sigue siendo precaria para muchos otros, con una escalada de la gravedad -- si no la frecuencia -- de los ataques por motivos étnicos.	0
:: Explorar y ejecutar formas más eficaces de obtener la información que falta	0
Seguirá vigilando la evolución de la situación de seguridad a lo largo de las fronteras entre la República Centroafricana, el Camerún y el Chad, pero también entre el Sudán y la República Democrática del Congo, a fin de evitar que las situaciones de conflicto grave o las crisis humanitarias se extiendan de un país a otro.	0
Desde entonces, el Gobierno ha expresado reiteradamente su preferencia por recibir apoyo bilateral directo para aumentar la capacidad de sus fuerzas de seguridad.	0
La situación de las minorías sigue siendo motivo de preocupación, especialmente en lo que respecta a la libertad de circulación y el acceso a la justicia.	1
La prohibición de la esclavitud y de la trata de esclavos en todas sus formas y el trabajo forzoso no remunerado o abusivo.	1
Decide por la presente establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas].	0
22. Reconoce también la necesidad de contar con una orientación operacional amplia sobre las tareas y responsabilidades de las misiones de mantenimiento de la paz en el cumplimiento de los mandatos de protección de los civiles y pide al Secretario General que elabore, en estrecha consulta con los Estados Miembros, incluidos los países que aportan contingentes y fuerzas de policía y otros agentes pertinentes, un concepto operacional para la protección de los civiles, y que informe sobre los progresos realizados;	0
Si bien esto es constructivo, todavía no se están celebrando negociaciones directas sin condiciones previas, en las que se espera que las partes presenten propuestas territoriales y de seguridad en un plazo de 90 días.	1
El Gobierno, con el apoyo de un comité integrado por cinco expertos internacionales (de Australia, Malasia, Nueva Zelandia, Portugal y Singapur) y apoyo técnico de la policía de la UNMIT, asumió plenamente el proceso de ascensos.	0
Los miembros del Consejo, en sus observaciones, expresaron su profunda preocupación por los acontecimientos recientes, subrayaron la necesidad de establecer mecanismos de seguridad fronteriza y exhortaron a ambas partes a que adoptaran medidas para normalizar sus relaciones.	1
En julio de 2005, el 93% de los detenidos se encontraban en prisión preventiva, y la cifra podría ser aún mayor.	0
El Consejo de Seguridad reconoce que el terrorismo no será derrotado únicamente por la fuerza militar, las medidas de aplicación de la ley y las operaciones de inteligencia, y subraya la necesidad de abordar las condiciones que propician la propagación del terrorismo, incluida, entre otras cosas, la necesidad de intensificar los esfuerzos para prevenir con éxito y resolver pacíficamente los conflictos prolongados, y la necesidad de promover el estado de derecho, la protección de los derechos humanos y las libertades fundamentales, la buena gobernanza, la tolerancia y la inclusividad, a fin de ofrecer una alternativa viable a quienes podrían ser susceptibles de ser reclutados por terroristas y a una radicalización que conduzca a la violencia.	0
Las mujeres y los niños, en particular las niñas, se han visto afectados por la nueva violencia y los conflictos relacionados con la proliferación de milicias y grupos armados, en algunos casos relacionados con el extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse.	0
Algunos Estados, por ejemplo, han prorrogado los períodos permisibles de investigación o detención preventiva o han impuesto límites al acceso a un abogado.	0
Desde junio de 1999 han muerto 103 personas y 394 han resultado heridas en incidentes relacionados con minas o municiones sin detonar.	0
d) El enfrentamiento armado entre soldados de las F-FDTL y oficiales de la PNTL en el cuartel general de la PNTL el 25 de mayo, que causó numerosas heridas y la muerte de un soldado de las F-FDTL, Bure.	1
El Consejo de Seguridad condena inequívocamente el ataque terrorista que tuvo lugar en Marib (República del Yemen) el 2 de julio de 2007 y expresa su más sentido pésame y sus condolencias a las víctimas de esos ataques y a sus familias, así como a los pueblos y Gobiernos de la República del Yemen y del Reino de España.	1
Peor aún, las actividades de estos grupos terroristas representan una grave amenaza para los esfuerzos de las misiones internacionales de consolidación y mantenimiento de la paz, por ejemplo en Somalia y Malí.	1
Sin embargo, en 2007, tras la emisión de la orden de detención contra Harun y Kushayb, el Presidente AlBashir se negó públicamente a aplicarlas, cuestionó la autoridad del Consejo de Seguridad y declaró que Harun había hecho lo que se le había ordenado.	1
107. Los periodistas de Côte d'Ivoire, en particular los que están cerca de los partidos de la oposición, son objeto de violencia, presiones y amenazas de muerte.	0
Lamentablemente, esta postura no ha cambiado, a pesar de los numerosos intentos de compromiso de la comisión.	1
23. Pide al Comité que distribuya al Consejo una lista de los Estados que, a más tardar el 31 de marzo de 2004, no hayan presentado informes de conformidad con el párrafo 6 de la resolución 1455 (2003), incluido un resumen analítico de las razones por las que los Estados no han presentado informes;	0
No obstante, cada vez era más evidente una actitud más constructiva hacia la UNMIK.	0
La Comisión recibió información fidedigna de que esas personas habían sido torturadas y sometidas a tratos crueles, inhumanos y degradantes.	0
Para comenzar, debo expresar nuestra profunda preocupación por la situación de seguridad en el país.	1
Aunque en la mayoría de los incidentes las fuerzas del Gobierno tal vez no hayan participado en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar de la destrucción son suficientes para que sean responsables conjuntamente de la destrucción.	0
