en_es_DEEPL	VerCoop
Se han detectado casos de blanqueo de capitales y financiación del terrorismo que implican el uso de nuevos métodos de pago. Sin embargo, los Estados tienen dificultades para desarrollar una legislación y unos sistemas de regulación adecuados para estos métodos de pago, que evolucionan a un ritmo cada vez más rápido.	0
La Unión Democrática y Popular de Costa de Marfil pide claridad y justicia en relación con estos abusos.	1
(3) El infractor será castigado con una pena de prisión de diez a quince años acompañada de la confiscación de bienes que el tribunal estime oportuna, o con una pena excepcional,	0
Entre las reuniones a las que asistió se encontraban dos conferencias que dieron lugar a una petición específica a la ONUDD para que organizara talleres de presentación de informes para los Estados de África y el Caribe/América Latina que deben informes a uno o más de los tres Comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.	1
117. Los actos de terrorismo y la incitación son manifestaciones complejas de conductas delictivas.	0
El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era calamitosa y estaba causando muertes y desplazamientos a escala masiva.	0
(b) Recibir solicitudes de exenciones a las medidas enunciadas en el apartado b) del párrafo 1 de la presente resolución presentadas por personas incluidas en la Lista y transmitirlas al Comité para que éste determine, caso por caso, si la entrada o el tránsito están justificados, encarga al Comité que examine esas solicitudes en consulta con los Estados de tránsito y de destino y cualesquiera otros Estados pertinentes, y decide además que el Comité sólo aceptará exenciones a las medidas del párrafo 1 (b) de esta resolución con el acuerdo de los Estados de tránsito y destino, y encarga además al Comité que, a través del Punto Focal, notifique a dichas personas la decisión del Comité;	1
La ausencia de autoridad estatal también ha dado lugar a la creación de grupos comunitarios de autodefensa para proteger a las comunidades de los grupos armados, que a menudo se han convertido ellos mismos en fuente de conflicto.	0
"El Consejo de Seguridad alienta a la UNAMI a que prosiga su labor, en coordinación con el Gobierno de Iraq, para ayudar a crear condiciones que propicien el regreso voluntario, seguro, digno y sostenible de los refugiados y desplazados internos iraquíes, y acoge con satisfacción que todos los interesados sigan prestando atención a esta cuestión.	1
Condenar la incidencia de los secuestros y la toma de rehenes con el objetivo de recaudar fondos u obtener concesiones políticas, y expresar la necesidad de que se aborde esta cuestión,	0
32. Hasta la fecha, el Consejo no ha pedido al Secretario General que le informe de sus esfuerzos, como se le invitó a hacer en las declaraciones de la Presidencia de 2009 y 2010, para incorporar la cuestión del narcotráfico como factor en las estrategias de prevención de conflictos, el análisis de conflictos, la evaluación y planificación integradas de las misiones y el apoyo a la consolidación de la paz.	1
Delitos internacionales como los crímenes contra la humanidad y los crímenes de guerra que se han cometido en Darfur pueden no ser menos graves y atroces que el genocidio.	1
"El Consejo de Seguridad reconoce la importancia de un enfoque global, coherente y orientado a la acción, incluso en la planificación temprana, de la protección de los civiles en situaciones de conflicto armado.	1
Tenemos que reconocer nuestra gran preocupación por la situación actual en Afganistán.	0
En uno de los incidentes, en la aldea de Korcha -- Turgu, a primera hora de la mañana, en algún momento de agosto de 2003, cientos de árabes janjaweed atacaron la aldea. Llevaban uniformes verdes del ejército y montaban a caballo y en camello. Rodearon la aldea y empezaron a disparar a hombres y niños.	0
Tres Estados han establecido un marco jurídico que aborda los requisitos para la protección marítima y han aplicado parcialmente las normas internacionales obligatorias para la protección de los puertos y los buques de conformidad con el Código PBIP.	1
La congelación de activos puede constreñir a los financiadores del terrorismo, limitando su acceso al sistema bancario formal y sus posibilidades de asociarse con entidades comerciales legítimas.	0
Instar a las organizaciones humanitarias y de desarrollo a que adopten las medidas adecuadas para prevenir la EAS por parte de su personal, incluida la formación previa al despliegue y la concienciación en el teatro de operaciones y, en el caso de los agentes de las Naciones Unidas, a que promuevan y garanticen el cumplimiento, incluso por parte del personal civil de las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes, del Boletín del Secretario General sobre medidas especiales de protección contra la explotación y el abuso sexuales (ST/SGB/2003/13).	1
Reiterando su enérgica condena de los ataques contra la UNAMID y su llamamiento al Gobierno de Sudán para que investigue rápidamente estos ataques y lleve a los autores ante la justicia, y reiterando además su llamamiento a todas las partes de Darfur para que cooperen plenamente con la misión, y reafirma sus profundas condolencias a los Gobiernos y a las familias de los fallecidos,	0
Desde el punto de vista del derecho penal internacional, estas violaciones del derecho internacional humanitario constituyen sin duda crímenes de guerra a gran escala.	0
El Consejo pide asimismo a la ONU y a la UA que investiguen conjuntamente las redes logísticas del LRA y sus posibles fuentes de financiación ilícita, incluida la presunta implicación en la caza furtiva de elefantes y el contrabando ilícito conexo.	0
También se prohibió la participación activa de veteranos de guerra en futuras ceremonias y se está reescribiendo el reglamento de las mismas.	0
La Organización de Al-Qaida en el Magreb Islámico (AQMI) (QE.T.14.01) ha desarrollado una importante experiencia en el secuestro extorsivo.	0
609. La recomendación de la Comisión de que el Consejo de Seguridad remita el caso a la Corte Penal Internacional se basa en la suposición correcta de que los tribunales sudaneses no están dispuestos ni son capaces de enjuiciar los numerosos crímenes internacionales perpetrados en Darfur desde 2003.	1
En sus intervenciones, los Estados miembros consideraron que el terrorismo es una de las amenazas más graves para la paz y la seguridad internacionales y que derrotarlo requiere un esfuerzo coordinado y sostenido.	1
En este contexto, el Consejo de Seguridad acoge con satisfacción la decisión de la Cumbre de la Unión Africana celebrada en Sirte el 3 de julio de aumentar los efectivos de la AMISOM hasta los niveles previstos en su mandato y su llamamiento a los Estados miembros de la UA para que proporcionen el personal militar y policial necesario.	1
Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta [a la Misión] a que siga aplicándola plenamente y pide al Secretario General que incluya los progresos realizados en la aplicación de la política en sus informes al Consejo;	1
También apoyó el desarrollo de la capacidad de aplicación de la legislación marítima y puso en marcha un nuevo Fondo Fiduciario para la Seguridad Marítima de África Occidental y Central con este fin.	0
Treinta graduados del primer programa de formación a medio plazo para altos funcionarios municipales, de cuatro semanas de duración, recibieron formación en derecho, economía, finanzas públicas, gestión de recursos humanos y resolución de conflictos.	0
