en_es_DEEP	VerConf
"El Consejo de Seguridad toma nota de los mandatos de la MONUSCO y de la Misión de las Naciones Unidas en Sudán del Sur (UNMISS) para ayudar a proteger a los civiles en las zonas afectadas por el LRA y apoyar el desarme, la desmovilización y la reintegración de los combatientes del LRA en sus respectivos países.	0
Por lo tanto, instamos a los miembros del Consejo y al Grupo de Amigos a que consideren favorablemente estas recomendaciones del Secretario General.	1
Por el patrón de daños se desprende claramente que se trató de la explosión de una carga de explosivos de gran potencia.	0
No se creó ningún documento que describiera las bases de la declaración, el alcance territorial de la declaración, el grado de intervención de las autoridades militares y los poderes conferidos y la forma de cooperación entre las F-FDTL y la PNTL o las decisiones del mando de operaciones sobre el terreno.	0
344. Una de las testigos describió el terror del confinamiento en la zona designada por los captores para mujeres y niños en Kailek de la siguiente manera:	0
Durante su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Equipo de Evaluación de la Declaración continuó entrevistándose con las principales personas del programa sirio de armas químicas, celebró reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos sitios.	0
Sigue siendo una gran preocupación para mí que los esfuerzos de los liberianos para reconstruir su sistema judicial requieran una cantidad considerable de tiempo, por lo que el sistema en sí probablemente seguirá siendo débil y penetrable en el corto plazo.	1
Al mismo tiempo, a pesar de las promesas que trae consigo el proceso de transición democrática, no hay que olvidar que se trata de una etapa extremadamente responsable en la historia de Oriente Medio que exige la máxima vigilancia y un trabajo laborioso para descartar errores de cálculo. e imprevisibilidad en cuanto al futuro de la región.	1
El Viceministro de Relaciones Exteriores del Afganistán dijo que había sido un año de hitos importantes, pero que los logros habían tenido un precio. Subrayó que el terrorismo seguía siendo una fuerte amenaza.	1
Al considerar iniciativas que recompensen efectivamente esa estrategia, el Consejo sólo envalentonaría a los extremistas y socavaría la letra y el espíritu de la hoja de ruta.	1
En particular, quisiera recalcar que, como se observa en el informe, los talibanes siguen constituyendo una amenaza real para la reconstrucción y la estabilidad del país, y contener a esta organización es crucial.	1
E. Detenciones arbitrarias, torturas, ejecuciones y campos de prisioneros	0
49. Está claro que, cuando la MINURCAT comience su retirada de Birao el 21 de octubre de 2010, las fuerzas nacionales de la República Centroafricana tal vez no estén inmediatamente en condiciones de desplegar y mantener tropas adicionales.	1
2. Lamentablemente, desde mi presentación anterior al Consejo, ha habido sólo avances limitados en la aplicación de las disposiciones del Acuerdo de Pretoria sobre el proceso de paz en Côte d'Ivoire (S/2005/270, anexo I) de 6 de abril de 2005. y la importante brecha entre las posiciones de los partidos se ha ampliado.	1
La ONUCI también está contratando personal para su Dependencia de Conducta del Personal.	0
Esa asistencia debe estar encaminada a establecer una autoridad trinacional que asuma la responsabilidad de monitorear y hacer cumplir cualquier norma y reglamento que se acuerde y establezca para el bienestar de la población de más de un millón de personas que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional.	0
Aunque las F-FDTL han declarado que en 2006 poseían 1.200 armas M16, los registros revelan que faltan 45 armas M16. Además, faltan tres rifles semiautomáticos FN-FNC, tres rifles semiautomáticos SKS y dos armas Uzi que anteriormente estaban bajo custodia y control de las F-FDTL.	1
Lamento este resultado decepcionante, que contrasta marcadamente con la excepcional voluntad política y el compromiso de recursos militares que los Estados miembros han demostrado con respecto a la lucha contra la piratería.	1
Es difícil identificar medidas de su éxito, y la aparente resiliencia de sus grupos destinatarios plantea interrogantes sobre su impacto y centra la atención en sus deficiencias.	1
Además, también aumentaron los temores de que se ocuparan propiedades de minorías, con informes de una comunidad croata en el municipio de Vitina y de romaníes que viven en la ciudad de Gnjilane de que los albanokosovares habían estado revisando casas vacías y, en algunos casos, intimidando a miembros de la comunidad.	1
Condenar y pedir el cese inmediato de las violaciones y abusos cometidos contra las mujeres y las niñas en situaciones de conflicto armado.	1
Subrayando el papel central de las Naciones Unidas en la lucha mundial contra el terrorismo y acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia Global de las Naciones Unidas contra el Terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación de la Estrategia Antiterrorista Grupo de Trabajo de Implementación (CTITF) para asegurar la coordinación y coherencia generales en los esfuerzos antiterroristas del sistema de las Naciones Unidas,	0
"El Consejo de Seguridad subraya la necesidad constante de adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados Miembros a este respecto, incluida la aplicación efectiva de esas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional.	0
Los acontecimientos recientes en la región refuerzan las preocupaciones expresadas sistemáticamente a la misión por sus interlocutores.	1
Después de haber realizado todos los análisis y discusiones de los hechos que hemos recopilado, llegamos a la conclusión de que lo más probable es que se tratara de una explosión en la superficie.	0
Mi Gobierno cree no sólo que son contrarias al derecho internacional sino también que socavan el concepto del estado de derecho, que es un elemento clave en la lucha contra el terrorismo.	1
74. Los Estados miembros de la Unión Europea también estaban obligados a tipificar como delito la "provocación pública" de conformidad con las enmiendas introducidas en 2008 a la Decisión Marco de la Unión Europea de 2002 sobre la lucha contra el terrorismo.	1
32. En el apartado 67 de sus conclusiones, el Abogado General expone cinco razones por las que no debe aplicarse un control minucioso en este contexto: a) el carácter preventivo de las medidas de sanciones contra Al Qaeda; b) el contexto internacional del acto impugnado; c) la necesidad de equilibrar las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las valoraciones realizadas por el Comité 1267; y e) las mejoras de los procedimientos de exclusión de las listas del Comité 1267 en los últimos años, en particular desde la sentencia Kadi de 2008 del Tribunal de Justicia.	1
Del mismo modo, a la Comisión no le fue posible verificar las acusaciones hechas por testigos clave de que los cadáveres habrían sido retirados secretamente de las morgues para reducir el número de muertes oficiales relacionadas con la marcha.	1
16. Expresa su profunda solidaridad con las víctimas del terrorismo y sus familias, y alienta a la CTED a tener en cuenta el importante papel que las redes de víctimas y supervivientes pueden desempeñar en la lucha contra el terrorismo, en estrecha cooperación con el CTITF y sus grupos de trabajo pertinentes;	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	1
Declaraciones como "el pueblo palestino no ama a sus hijos" o "el pueblo palestino envía a sus hijos a morir debido a su odio a Israel" son declaraciones que están llenas de racismo y que reflejan un tipo de actitud que debería ser rechazada de plano, y eso es lo que estoy tratando de hacer ahora.	1
Nos preocupa profundamente que, a menos que todas las partes ejerzan una voluntad firme para frenar el terrorismo y la violencia, el proceso de paz no tendrá éxito.	1
Por eso condenamos el terrorismo.	1
Esta rápida asistencia fue invaluable, ya que permitió a los investigadores analizar rápidamente llamadas telefónicas específicas de suscriptores y establecer patrones de comunicación entre grupos particulares de suscriptores.	0
Dada la amenaza grave y universal que sigue representando el terrorismo, Francia tomó la iniciativa, durante su presidencia del Consejo de Seguridad en enero, de celebrar una reunión del Consejo a nivel ministerial sobre la lucha contra el terrorismo.	1
Tengo el honor de informarle que he recibido del Gobierno del Pakistán una solicitud para establecer una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra del Pakistán, Mohtarma Benazir Bhutto.	0
