es	QuadClass
q) La prohibición del maltrato de combatientes enemigos que hayan quedado fuera de combate y la aplicación de tratar humanamente a los combatientes enemigos capturados;	1
Al día siguiente se volvieron a quemar puestos de mercado en Talibessi y se atacó a un miembro de la PNTL que estaba fuera de servicio en la zona.	1
4. Insta a la Dirección Ejecutiva del Comité contra el Terrorismo a que siga reforzando su función de prestar asistencia técnica para la aplicación de la resolución 1373 (2001) a fin de aumentar la capacidad de los Estados Miembros de combatir el terrorismo atendiendo a sus necesidades en ese ámbito;	2
Recalcando que corresponde a las Naciones Unidas una función central en la lucha mundial contra el terrorismo y acogiendo con beneplácito la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (resolución 60/288, de 8 de septiembre de 2006), la institucionalización del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, de conformidad con la resolución 64/235 de la Asamblea General, de 24 de diciembre de 2009, que fortalecerá todavía más los esfuerzos del Equipo Especial para asegurar la coordinación y la coherencia generales de las actividades del sistema de las Naciones Unidas contra el terrorismo, incluso sobre el terreno, y el llamamiento a una mayor participación de los Estados Miembros en la labor del Equipo Especial (resolución 64/297),	2
Las pruebas demuestran que hay razones para sospechar que seis soldados de las F-FDTL son culpables de homicidios.	3
También se han hecho frecuentes los atentados suicidas.	1
:: Sometan a la acción de la justicia, según el principio de extradición o enjuiciamiento, a todo el que financie, planifique, apoye, facilite o cometa actos terroristas, de conformidad con el derecho internacional, incluidas las normas de derechos humanos	3
Además, la revisión proporcionó valiosos datos sobre el efecto del régimen de sanciones, que demostraron cuáles personas y entidades son las más afectadas y las menos afectadas por éste, ya bien porque desde el punto de vista geográfico escapan al control del Estado o por otros factores que socavan la aplicación.	1
:: El 6 de noviembre de 2014, las fuerzas del régimen lanzaron misiles contra la escuela Darat Izza en Alepo e hirieron a siete personas y destruyeron tres aulas y toda la segunda planta.	1
- Considerar la posibilidad de establecer exenciones generales a las sanciones económicas y financieras selectivas adoptadas por el Consejo de Seguridad con el fin de facilitar la prestación de asistencia humanitaria.	1
En Darfur septentrional, el campamento de desplazados internos más grande del estado, Abu Shouk, ha sido desbordado con la llegada de más de 20.000 nuevos refugiados de la violencia en los dos últimos meses.	0
Cualquier mejora en el procedimiento reglamentario disminuye los riesgos de una decisión desfavorable que podría complicar la aplicación.	0
Prestación de asesoramiento técnico y en materia de políticas del asesor en cuestiones de género asignado a la oficina regional de apoyo del ONUSIDA para África oriental y meridional para la incorporación de las cuestiones de la mujer y el VIH/SIDA en los programas nacionales de lucha contra el SIDA.	2
El Consejo de Seguridad reitera que los Estados deben impedir el suministro, la venta o la transferencia, en forma directa o indirecta al EIIL, al FAN y a todas las demás personas, grupos, empresas y entidades asociados con Al-Qaida desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves que enarbolen su bandera, de armas y material conexo de todo tipo, incluyendo armas y municiones, vehículos y equipo militar, equipo paramilitar y piezas de repuesto para los antedichos, y de asesoramiento, asistencia o adiestramiento técnicos en relación con actividades militares, así como su llamamiento a los Estados para que encuentren los medios para intensificar y agilizar el intercambio de información operativa sobre el tráfico de armas y refuercen la coordinación de las iniciativas en los planos nacional, subregional, regional e internacional.	2
"7. Reafirma que es esencial poner fin a la impunidad para que una sociedad en conflicto o que se está recuperando de un conflicto pueda enfrentar la realidad de los abusos cometidos en el pasado contra los civiles afectados por el conflicto armado y evitar esos abusos en el futuro, señala a la atención la variedad de mecanismos de justicia y reconciliación que pueden considerarse, incluidos los tribunales penales nacionales, internacionales y ""mixtos"" y las comisiones de verdad y reconciliación, y señala que esos mecanismos pueden promover no sólo la rendición individual de cuentas respecto de crímenes graves, sino también la paz, la seguridad, la reconciliación y los derechos de las víctimas;"	0
La aplicación plena e íntegra de la prohibición de viajar podría reportar beneficios reales en la lucha contra el terrorismo de Al-Qaida y los talibanes, pero los datos disponibles parecen indicar que en la actualidad sus efectos son limitados.	0
El reciente intercambio de visitas de alto nivel entre personalidades iraquíes y kuwaitíes creó un entorno favorable para los contactos del Coordinador con los representantes de ambos países, así como con los demás miembros de la Comisión Tripartita y su Subcomité Técnico, que sigue siendo el principal órgano encargado de la cuestión de las personas de paradero desconocido desde que tuvo lugar la Guerra del Golfo en 1990-1991.	2
Insta al [Estado afectado] a facilitar el socorro internacional para el desastre humanitario mediante una suspensión de todas las restricciones que podrían obstaculizar el suministro de asistencia humanitaria y el acceso a las poblaciones afectadas.	0
27. Decide que cuando el Estado proponente presente una solicitud de supresión, la obligación de los Estados de adoptar las medidas descritas en el párrafo 1 de la presente resolución quede sin efecto respecto de la persona, grupo, empresa o entidad de que se trate después de 60 días, salvo que el Comité decida por consenso, antes del fin de ese período de 60 días, que las medidas sigan en vigor respecto de esa persona, grupo, empresa o entidad, entendiéndose que, en los casos en que no haya consenso, el Presidente, a solicitud de un miembro del Comité, someterá la cuestión de si procede suprimir de la Lista el nombre de esa persona, grupo, empresa o entidad al Consejo de Seguridad para que este adopte una decisión al respecto en un plazo de 60 días, y entendiéndose también que, en caso de que exista tal solicitud, la obligación de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución se mantendrá durante ese período en relación con esa persona, grupo, empresa o entidad hasta que el Consejo de Seguridad adopte una decisión sobre la cuestión;	0
El pago de varios jugosos rescates a Al-Qaida y sus entidades afiliadas en los últimos años han hecho que el secuestro se convierta en una de las tácticas básicas de Al-Qaida.	1
Por consiguiente, con el apoyo de la comunidad internacional y las partes en el conflicto, el acuerdo de cesación del fuego se podrá aplicar con seriedad a cabalidad.	4
Se reunieron con dirigentes del Movimiento Patriótico de Côte d'Ivoire (MPCI) en Bouaké y con las principales organizaciones de derechos humanos, la sociedad civil y organizaciones de paz, altas autoridades religiosas, cristianas e islámicas, el equipo de las Naciones Unidas en el país, miembros del cuerpo diplomático y personal militar.	0
