ar	VerConf
"ويعرب مجلس الأمن عن قلقه البالغ لأن استمرار حالة عدم الاستقرار وتفاقم حالة الفراغ الأمني في جمهورية أفريقيا الوسطى ما زالا يؤثران سلبا على العمليات المنفذة ضد جيش الرب للمقاومة ويسهمان في تعزيز مركز ذلك الجيش في البلد.	1
ويساورنا بالغ القلق إزاء إصرار قادة الجماعات مثل حركة العدل والمساواة وحركة تحرير السودان على رفض المشاركة في المحادثات.	1
ومن المفجع أن نائب قائد الحرس وأحد الحراس قد قُتلا في الهجوم، بينما أصيب القائد ومشرفٌ بجروح.	0
18 - وتتجلى هذه الاتجاهات في العديد من حالات النزاع المعاصرة المدرجة في جدول أعمال المجلس.	1
وختاما، أوضح الفريق سينغا أن قوة الأمم المتحدة لمراقبة فض الاشتباك قد شهدت منذ آذار/مارس 2012 نشوب القتال بين جماعات المعارضة والجيش السوري في المنطقة الفاصلة، مما يعد انتهاكا واضحا للولاية.	0
- يؤكد ضرورة توفير المستوى المناسب من الخبرة العسكرية لقرارات مجلس الأمن؛	0
وفي 12 تشرين الثاني/نوفمبر، وقع تفجير انتحاري آخر في مدرسة في كونتاغورا بولاية نيجر، مما أسفر عن إصابة عشرات الأشخاص. وفي 25 تشرين الثاني/نوفمبر، نفّذت فتاتان عملية تفجير انتحاري قُتل فيها أكثر من 45 شخصا في سوق مايدوغوري. وفي 27 تشرين الثاني/نوفمبر، انفجرت قنبلة في منطقة مارابا - موبي في ولاية أداماوا، فقتلت ما لا يقل عن 40 شخصا. وتعرض مسجد كانو المركزي لهجوم في 28 تشرين الثاني/ نوفمبر، مما أسفر عن مقتل 120 شخصا على الأقل وإصابة أكثر من 270 آخرين.	0
الإعراب عن القلق إزاء الأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين من جراء تأجيج النزاع المسلح، والطلب إلى البعثات أن ترصد وجود الأسلحة لدى السكان المدنيين.	1
531 - وتلاحظ اللجنة في البداية أنها حددت هوية 10 مسؤولين رفيعي المستوى في الحكومة المركزية، و 17 مسؤولا حكوميا يعملون على الصعيد المحلي في دارفور، و 14 فردا من الجنجويد، و 7 أفراد من مختلف الجماعات المتمردة، و 3 ضباط ينتمون إلى جيش أجنبي (شاركوا بصفتهم الشخصية في الصراع)، يشتبه في أنهم يتحملون فرديا المسؤولية الجنائية عن الجرائم المرتكبة في دارفور.	1
وقد بينت بوضوح اللجنة المعنية بحقوق الإنسان هذا الحق في تعليقها العام 27() وذكرت لجنة الحقوق الاقتصادية والاجتماعية والثقافية في عدة مناسبات أن أعمال الطرد الإجباري لا تتفق مبدئيا مع اشتراطات العهد الخاص بالحقوق الاقتصادية والاجتماعية والثقافية().	1
"ويحذِّر مجلس الأمن رسميا الدول المجاورة لجمهورية الكونغو الديمقراطية من عواقب تقديم الدعم للجماعات المتمردة المسلحة.	1
وإذ يرحب باعتماد الجمعية العامة للأمم المتحدة استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (القرار 60/288، المؤرخ 8 أيلول/سبتمبر 2006) وإنشاء فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لتأمين التنسيق والترابط في الجهود التي تبذلها منظومة الأمم المتحدة في مكافحة الإرهاب،	0
وبالإضافة إلى ذلك، تنص المادة 75 (3) على أنه قبل إصدار أي أمر بالجبر يجوز للمحكمة أن تدعو إلى تقديم بيانات حالة من الشخص المُدان أو من المجني عليهم أو من سواهم من الأشخاص المعنيين أو الدول المعنية أو ممن ينوب عنهم، وتضع المحكمة هذه البيانات في اعتبارها.	0
4 - يلاحظ مع القلق الصلة الوثيقة بين الإرهاب الدولي والجريمة المنظمة عبر الوطنية والاتجار غير المشروع بالمخدرات وغسل الأموال والاتجار غير القانوني بالأسلحة والنقل غير القانوني للمواد النووية والكيميائية والبيولوجية وغيرها من المواد التي يمكن أن تترتب عليها آثار مميتة، ويؤكد في هذا الصدد ضرورة تعزيز تنسيق الجهود على كل من الصعيد الوطني ودون الإقليمي والدولي تدعيما للاستجابة العالمية في مواجهة التحدي والتهديد الخطيرين للأمن الدولي؛	1
وإذ تقلقها حالة التخلي الدائم والكرب المعمم التي يشعر بها سكان مناطق شمال مالي، التي يسميها البعض أزواد (وهو تعبير أقرته اتفاقات السلام السابقة) وذلك في غياب حل نهائي للنزاع الذي يعاني السكان من آثاره المدمرة؛	1
كما ناقش الاجتماع سُبل ووسائل زيادة الضغط على الجماعات المسلحة الأجنبية والخطوات التي يتعين على الدول المشاركة والاتحاد الأفريقي ومجلس الأمن اتخاذها في هذا الصدد.	0
يدين استخدام [محطة الإذاعة والتلفزيون الوطنية] وغيرها من وسائط الإعلام للتحريض على التمييز والعداء والكراهية والعنف، بما في ذلك ضد [بعثة الأمم المتحدة المعنية]، وكذلك أعمال التخويف والعنف ضد الصحفيين ويدعو إلى رفع جميع القيود المفروضة على ممارسة الحق في حرية التعبير في [البلد المعني]؛	1
وأؤكد من جديد أن موظفي الأمم المتحدة يجب ألا يتعرضوا أبدا للتهديد أو العقاب على تأدية عملهم، الذي يستند إلى ميثاق الأمم المتحدة، والذي صدر به تكليف في هذه الحالة من مجلس الأمن.	1
تلاحظ اللجنة مع القلق الإجراءات غير النظامية المتعلقة بحيازة الأسلحة والسارية في صفوف قوات الدفاع الوطنية التيمورية منذ سنوات عدة.	1
وكانت معي أيضا في ذلك اليوم أختي البالغة من العمر 8 سنوات وقد اُغتصبت هي الأخرى ولكنها لم تتعرض للضرب.	0
