es	VerConf
El concepto multiétnico respecto de Kosovo y Metohija preconizado en el informe ha sido prácticamente abandonado, lo que salta particularmente a la vista a raíz del establecimiento del sistema judicial en Kosovo y Metohija (párrafo 57).	1
En consecuencia, la comunidad internacional debe tomar las medidas que sean necesarias para impedir que Israel persista en la política destructiva deplorable que ha emprendido en Gaza, y debe recalcar su rechazo de todas esas prácticas israelíes, que violan el derecho internacional y el derecho internacional humanitario.	1
1. En 2012, las entidades asociadas a Al-Qaida ganaron terreno en el norte de Malí, lo que desencadenó una crisis política y la intervención internacional.	0
Estrategia de lucha contra el terrorismo: coordinación de los organismos encargados de hacer cumplir la ley	0
La MONUSCO siguió prestando asistencia técnica en el examen de los expedientes de los presos para localizar casos de larga detención anterior al juicio y señalarlos a la atención de las autoridades judiciales con el fin de reducir el hacinamiento en las cárceles.	0
Este estancamiento provoca tensiones políticas y socava el ambiente de cada vez más confianza prevaleciente después de las elecciones y de la toma de posesión del Presidente Martelly.	1
No puedo dejar de insistir en el riesgo que entraña la falta de helicópteros militares para la eficacia operacional de la fuerza.	1
En efecto, ya es hora de que la comunidad internacional, y en particular el Consejo de Seguridad, adopte medidas eficaces para contrarrestar las políticas y las prácticas ilegales y criminales del régimen israelí y poner fin a su terrorismo de Estado contra el pueblo palestino y otros pueblos de la región.	0
En el presente informe se examinan diversos aspectos de la cuestión de las armas pequeñas, con especial atención al efecto negativo que las armas pequeñas ilícitas tienen en la seguridad, los derechos humanos y el desarrollo social y económico, especialmente en zonas de crisis y en situaciones posteriores a un conflicto.	0
Recuerda las conclusiones que hizo suyas el Grupo de Trabajo del Consejo de Seguridad sobre los Niños y los Conflictos Armados en [el país afectado], ... exhorta a todas las partes a que pongan fin a las graves infracciones y los abusos cometidos contra niños en [el país afectado], insta al Gobierno ... a que elabore y aplique un plan de acción concreto y con plazos establecidos para detener el reclutamiento y la utilización de niños, solicita al Secretario General que siga dialogando con el Gobierno ... a este respecto, y reitera la solicitud que formuló al Secretario General de que reforzara el componente de protección de la infancia de [la misión] y siguiera vigilando la situación de los niños en [el país afectado] y presentando informes al respecto;	0
Destacando que el desarrollo y mantenimiento de sistemas de justicia penal imparciales y efectivos debe ser uno de los cimientos fundamentales de toda estrategia de lucha contra el terrorismo y la delincuencia organizada transnacional,	1
Landmine Action también enseña a los residentes a reconocer los artefactos explosivos.	0
La comunidad internacional debe estar preparada para actuar ahora con la misma determinación a fin de proteger los intereses de los serbios de Kosovo y de otras comunidades minoritarias.	0
Teniendo en cuenta lo anterior, el Ministerio de Relaciones Exteriores de Georgia sostiene que el retiro de la Federación de Rusia de la decisión del Consejo de Jefes de Estado de la CEI, de 19 de enero de 1996, crea una grave amenaza de desestabilización, altera sustantivamente la situación relativa al conflicto y socava el marco jurídico que determina el fomento de la operación de paz de la CEI en la zona de conflicto.	1
Además, el Comité consideró que la lista de artículos, materiales, equipos, bienes y tecnología relacionados con programas de misiles balísticos que figura en el anexo de su informe anterior (S/2014/253) sustituye a la lista anterior (véase S/2012/947) y será objeto de las medidas impuestas por el Consejo de Seguridad en los párrafos 8 a), b) y c) de la resolución 1718 (2006).	1
A ese respecto, el Consejo condena en los términos más enérgicos las amenazas y la intimidación a que se ven sometidos continuamente los elementos de la UNMIS.	1
3) El infractor será castigado con pena de prisión de 5 a 15 años de duración y además, si así lo considera adecuado el tribunal, con el decomiso de bienes, o con una condena de carácter excepcional:	1
x) Celebrar consultas con los representantes pertinentes del sector privado, en coordinación con las autoridades nacionales, según proceda, para mejorar el conocimiento y el cumplimiento de las medidas relativas a la prohibición de viajar y el embargo de armas;	0
Alrededor de 1,8 millones de personas fueron desplazadas a la fuerza y se convirtieron en refugiados o personas desplazadas dentro del país y necesitan protección.	0
El Secretario General advierte en forma inequívoca que hasta ahora no se han cumplido plenamente ninguna de las ocho normas.	1
Los desafíos socioeconómicos que enfrenta el Afganistán son importantes.	1
Los interlocutores de los partidos de la oposición y de la sociedad civil de todo el país instaron a la comunidad internacional a que impidiera que se modificara la Constitución. Los asociados internacionales señalaron que el traspaso pacífico del poder era esencial para la paz y la estabilidad futuras del país.	0
Una vez más, condenamos la matanza de civiles, sean éstos palestinos o israelíes.	1
s) La prohibición de la imposición de castigos colectivos;	0
Además, aumentó también el temor de que las propiedades de las minorías fueran ocupadas, dado que miembros de una comunidad croata de la municipalidad de Vitina y romaníes que habitan en el pueblo de Gnjilane comunicaron que los albaneses de Kosovo habían estado examinando casas vacías y en algunos casos habían intimidado a miembros de las comunidades.	1
Los Estados Unidos exhortan a las autoridades haitianas a cumplir con su compromiso de cubrir las seis vacantes del Tribunal Supremo para el 3 de octubre de 2011.	1
:: Se elaboren directrices precisas sobre lo que pueden hacer las misiones para proteger a los civiles, incluidas medidas prбcticas de protecciуn como el patrullaje mбs intenso y sistemбtico de las zonas potencialmente inestables, los equipos conjuntos de protecciуn o las cйlulas de alerta temprana.	0
El Consejo de Seguridad expresa su profunda preocupación por la amenaza directa que representa la actividad de los grupos armados para la seguridad de la población civil y la ejecución de las operaciones humanitarias.	1
En consecuencia, el Secretario General ha denominado los acontecimientos recientes en Zimbabwe como una "injusticia catastrófica".	1
El órgano de supervisión, el Consejo Superior de la Fiscalía, aún no ha sido establecido.	1
A cambio de ello, las autoridades de Belgrado deberían poner fin a la táctica de obstrucción que impide que los serbios de Kosovo participen en las instituciones públicas de Kosovo. La "política de la silla vacía" conlleva un gran riesgo, el riesgo de que la historia de Kosovo se escriba sin los serbios de Kosovo.	1
13. Destaca la necesidad de asegurar que todos los esfuerzos internacionales estén orientados a fortalecer a la MISCA y a movilizar los recursos necesarios a su favor con el objeto de permitir que ejecute eficazmente su mandato y allane el camino para el despliegue potencial de una operación de las Naciones Unidas para el mantenimiento de la paz, de conformidad con las disposiciones correspondientes de la resolución 2127 (2013) del Consejo de Seguridad.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, las amenazas que los actos terroristas constituyen para la paz y la seguridad internacionales,	1
Condena el uso de [canales nacionales de televisión] y otros medios de información para incitar a la discriminación, la hostilidad, el odio y la violencia, incluso contra [la Misión pertinente de las Naciones Unidas], así como los actos de intimidación y violencia contra periodistas, y pide que se levanten todas las restricciones impuestas al ejercicio del derecho a la libertad de expresión en [el país afectado];	1
Sabemos que las organizaciones de la sociedad civil han manifestado graves preocupaciones en este sentido.	1
