es	MatCoop
:: Pedir a las misiones que presten apoyo a los gobiernos anfitriones para hacer frente a la violencia sexual de forma explícita en los procesos de desarme, desmovilización y reintegración, los procesos de reforma del sector de la seguridad y las iniciativas de reforma del sector de la justicia, así como para elaborar y aplicar planes de acción concretos y con plazos determinados para luchar contra la violencia sexual relacionada con los conflictos.	0
Está claro que el Ministro Ramos-Horta planteó la cuestión general de la distribución de las armas.	0
La Misión de Determinación de los Hechos que investiga las denuncias de empleo de sustancias químicas tóxicas como armas en la República Árabe Siria prosigue su trabajo.	1
En el programa se examinan cuestiones relativas a los derechos humanos que suelen plantearse en las diversas etapas del proceso de justicia penal en casos de terrorismo.	1
En cumplimiento de esas resoluciones este órgano debe exigir al Gobierno de los Estados Unidos juzgar de inmediato a Luis Posada Carriles por sus actos terroristas o extraditarlo a la República Bolivariana de Venezuela, cuya justicia lo reclama desde hace años.	0
Aun así, en Puerto Príncipe, el acusado aumento de la violencia y la delincuencia, incluidos los secuestros, generó grave preocupación entre la población durante mayo y junio.	0
D. Escuchar con mayor atención a las víctimas El creciente reconocimiento de la importancia de escuchar a las víctimas del terrorismo a la hora de elaborar estrategias eficaces de lucha contra la incitación está estrechamente vinculado con el concepto de argumento opuesto.	1
:: Aprovechar la presencia de civiles u otras personas protegidas para que queden inmunes frente a las operaciones militares determinados puntos, zonas o fuerzas militares;	0
En ese período el equipo realizó investigaciones en lugares concretos acordados previamente, como campamentos de personas desplazadas dentro del país y aldeas destruidas, y mantuvo contactos con el SLA y con funcionarios gubernamentales.	1
El oficial a cargo del lugar del crimen, General Naji Mulaeb, de las Fuerzas de Seguridad Interna, llegó al lugar a las 13.05 horas del 14 de febrero de 2005. Ha dado a conocer un informe de fecha 3 de marzo de 2005 sobre el examen realizado por las autoridades del Líbano [Dirección General de las Fuerzas de Seguridad Interna, Unidad de Policía de Beirut, referencia No. 95] en la que expone lo siguiente:	1
La prisión se ha construido para proporcionar condiciones de detención humanas y seguras en consonancia con las normas internacionales de derechos humanos.	1
Me sigue preocupando que la desconfianza entre las partes, sumada a la continua presencia de las milicias, pueda provocar tensiones, y posiblemente inseguridad e inestabilidad dentro y fuera del Líbano.	0
Los movimientos, reconociendo el papel constructivo y fidedigno de Argelia en la promoción y búsqueda de una salida definitiva de la crisis, expresaron su confianza plena en la prosecución de los esfuerzos y el aumento de la participación de ese país en la búsqueda de la anhelada solución definitiva del conflicto.	0
El Gobierno del Líbano me comunicó que en las últimas semanas había adoptado medidas significativas para restringir esa corriente de armas y personas y la libre circulación de armas y elementos armados de y hacia los campamentos de refugiados palestinos en el Líbano, en particular desde fines de septiembre de 2005.	1
Toda la evidencia concreta que se encontró en el lugar se entregó más tarde a las Fuerzas de Seguridad Interna (General Hisham Aouar) y, por lo que sabía el General Azar, había algunos fragmentos de metal y un revólver.	1
Informaron a la UNMIK de que se presentaría cuanto antes al Parlamento de la República Federativa de Yugoslavia un proyecto de ley de amnistía que abarcaba a los prisioneros políticos detenidos en Serbia.	1
No obstante, es evidente también que el mando de las F-FDTL adoptó medidas limitadas para verificar el alcance de la amenaza planteada o para utilizar medios no militares de resolver la amenaza percibida. El 25 de mayo el Alto Mando de las F-FDTL no intentó ponerse en contacto con los responsables del mando operacional de la PNTL ni pedir la intervención del Primer Ministro o del Presidente para resolver la situación.	0
Partiendo de la base del examen completo de todas las personas y entidades incluidas en la Lista que se llevó a cabo en 2010, con arreglo al párrafo 25 de la resolución 1822 (2008), el Comité ha instituido numerosos mecanismos para asegurarse de que la Lista refleje el peligro que significa Al-Qaida y de revisar periódicamente cada una de las entradas a fin de determinar si procede mantenerla.	1
Estoy profundamente agradecido a mi Representante Especial en ejercicio para Malí, Sr. David Gressly, y a mi Representante Especial Adjunto, Sr. Arnauld Akodjénou, así como a todo el personal civil y uniformado de las Naciones Unidas en Malí, por la constante y ardua labor que desempeñan en condiciones muy difíciles para restablecer una paz y estabilidad duraderas en el país.	0
La Comisión ha tenido acceso a una enorme cantidad de informes procedentes de diversas fuentes que documentan que en todo Darfur, desde principios de 2003 hasta la fecha de publicación del presente informe, se ha cometido un gran número de asesinatos de civiles.	0
El Consejo de Seguridad insta al Gobierno de la República Democrática del Congo a que acelere la investigación de la violación masiva cometida en noviembre de 2012 por elementos de las FARDC en Minova y lleve a los responsables ante la justicia.	0
Tayikistán estableció el Departamento de Supervisión Financiera (su unidad de inteligencia financiera) en octubre de 2009 y preparó un nuevo proyecto de ley contra el blanqueo de dinero y la financiación del terrorismo en noviembre de 2010.	1
Desarrollo de un conjunto de políticas, directrices y procedimientos para la planificación, la ejecución y el seguimiento de los programas de desarme, desmovilización y reintegración, conocido como normas integradas para los programas de desarme, desmovilización y reintegración, e integración de perspectivas de género.	1
Los fondos restantes se utilizarán para financiar la aplicación de medidas adicionales de mitigación, entre ellas la capacitación antes del despliegue y el establecimiento de sistemas de alerta y vigilancia, incluso con equipos caninos, en los campamentos de la MINUSMA.	1
El Gobierno de la República Árabe Siria subraya que es su deber proteger a los ciudadanos, desarmar a los terroristas y hacer que los responsables rindan cuentas de sus actos. El Gobierno reitera que está haciendo todo lo posible por encontrar una solución política a la crisis que vive la República Árabe Siria, en cooperación con el Enviado Especial, Kofi Annan, para lo cual está reforzando las medidas democratizadoras que puso en marcha en marzo del año pasado en diversos sectores. Cabe citar, entre otras, el levantamiento del estado de excepción; la promulgación de leyes sobre el multipartidismo; las elecciones a los gobiernos locales y la libertad de los medios de comunicación; las medidas relativas a la situación económica de los ciudadanos; la promulgación de la nueva constitución; y otras medidas para revitalizar la participación política y fomentar el pluralismo y la democracia con miras a la aprobación de un proceso de reforma general.	1
La Dirección Ejecutiva del Comité contra el Terrorismo se estableció por un período inicial que terminaría el 31 de diciembre de 2007 y con sujeción a un examen completo que el Consejo de Seguridad realizaría a más tardar el 31 de diciembre de 2005.	1
