es	MatConf
En contra de los persistentes rumores, no hay pruebas de que los agentes de la PNTL, en particular los que iban armados y uniformados por las F-FDTL, participaran en el tiroteo.	1
La dependencia participa en equipos de tareas interinstitucionales establecidos para investigar delitos de blanqueo de dinero y delitos determinantes, incluida la financiación del terrorismo.	0
El Ministro de Seguridad ha asumido además la presidencia de la Reunión Ministerial Consultiva en cuestiones policiales, establecida inicialmente por la Fuerza Internacional de Policía, y por medio de ella coordina y supervisa los aspectos políticos de todos los organismos policiales a nivel estatal. En los últimos seis meses se han redactado y aprobado nuevas leyes importantes, especialmente una ley por la que se crea y regula un nuevo Servicio de Inmigración, una ley actualizada que regula el funcionamiento del Servicio de Fronteras Estatales y una ley relativa a los agentes de policía.	0
Se denunció que se provocó sistemáticamente a los detenidos sufrimiento físico y mental como castigo por su presunta afiliación o apoyo a los rebeldes y con el fin de obtener información o confesiones.	1
En ese sentido, quisiera subrayar una vez más que, a diferencia de otras situaciones bien conocidas que implican reclamaciones territoriales infundadas e ilegítimas, incluidas las que se escudan en el pretexto inventado de atender a grupos étnicos minoritarios, se ha reconocido el derecho a la libre determinación y la condición de Estado del pueblo palestino.	0
El directorio se ha concebido como una fuente de información sobre las mejores prácticas relacionadas con la lucha contra el terrorismo, las leyes modelo y los programas de asistencia disponibles.	0
El secuestro de niños con fines militares por el que se caracterizó el período de conflicto ha disminuido considerablemente durante el período que abarca el informe.	1
Destacando que en el derecho internacional existen prohibiciones contra los ataques dirigidos deliberada e intencionalmente contra el personal que participa en una misión de asistencia humanitaria o de mantenimiento de la paz realizada de conformidad con la Carta de las Naciones Unidas, las cuales, en situaciones de conflictos armados, constituyen crímenes de guerra, y recordando la necesidad de que los Estados pongan término a la impunidad por esos actos criminales.	1
Pero las mujeres y los niños también habían sido víctimas de matanzas durante muchos ataques.	1
De manera análoga, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no obligatoria y no exclusiva de "fondos y activos financieros" y "recursos económicos" y señala que estos incluyen los bienes de todo tipo, tangibles o intangibles, muebles o inmuebles, que no son fondos.	0
En resumen, la Comisión ha recopilado material y testimonios considerables que tienden a confirmar los asesinatos de miles de civiles en ataques contra las aldeas.	1
Hay pruebas abrumadoras de que la mayor parte de esas matanzas no fueron provocadas ni necesarias para contener a los manifestantes.	1
Partiendo de la base del examen completo de todas las personas y entidades incluidas en la Lista que se llevó a cabo en 2010, con arreglo al párrafo 25 de la resolución 1822 (2008), el Comité ha instituido numerosos mecanismos para asegurarse de que la Lista refleje el peligro que significa Al-Qaida y de revisar periódicamente cada una de las entradas a fin de determinar si procede mantenerla.	0
El Equipo se presentó ante el Grupo de Trabajo establecido en virtud de la resolución 1566 (2004) del Consejo de Seguridad para examinar el terrorismo y las sanciones.	0
La Dirección Ejecutiva del Comité contra el Terrorismo seguirá fortaleciendo su función de facilitación de la asistencia técnica para aplicar la resolución 1373 (2001) con el fin de aumentar la capacidad de los Estados Miembros y las regiones para luchar contra el terrorismo atendiendo sus necesidades al respecto, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, los demás órganos de las Naciones Unidas y los proveedores de asistencia bilateral y multilateral, y seguirá aplicando el enfoque delimitado y regional a su labor.	0
El Consejo reitera su más enérgica condena de dichas prácticas, insta a todas las partes en los conflictos armados a que velen por la protección plena y efectiva de la mujer, e insiste en la necesidad de poner fin a la impunidad de los responsables de la violencia por razones de género.	0
No se ha calculado el número exacto de aldeas incendiadas y destruidas, pero varias fuentes han estimado la magnitud de la destrucción a partir de relaciones verbales, inspecciones y otras pruebas.	1
En el momento de redactar el presente informe el Semlow y su tripulación siguen cautivos. Los responsables del secuestro han exigido un rescate de 500.000 dólares de los EE.UU.	1
Encomiando los esfuerzos de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID), el Mediador Principal Conjunto de la Unión Africana y las Naciones Unidas, el Secretario General de las Naciones Unidas, la Liga de los Estados Árabes, el Grupo de Alto Nivel de la Unión Africana encargado de la aplicación de las recomendaciones para el Sudán y los líderes de la región para promover la paz y la estabilidad en Darfur, y reiterando su pleno apoyo a esos esfuerzos, y expresando su firme apoyo al proceso político iniciado con la mediación de la Unión Africana y las Naciones Unidas,	0
Exigiendo que las partes en el conflicto procedan con moderación y pongan fin a las acciones militares de toda índole, incluidos los bombardeos aéreos,	0
Al inicio del conflicto la mayoría de los combates parecen haberse producido en Darfur septentrional y al norte de Darfur occidental, para extenderse gradualmente hacia Darfur meridional en los últimos meses de 2004.	1
En modo alguno cabe interpretar que la conclusión de que las autoridades de gobierno no propiciaban ni pusieron en práctica en Darfur una política de genocidio, directamente o por conducto de los milicianos bajo su control, significa que los crímenes perpetrados en esa región hayan sido menos graves.	0
En este contexto, reafirma que la causa primordial de la crisis en Angola es la negativa de la UNITA a cumplir las disposiciones básicas del Protocolo de Lusaka y reitera su exigencia de que la UNITA acate sus obligaciones de desmilitarizarse y permita la extensión de la administración del Estado a los territorios que controla.	0
Después me enteré de que habían matado a mi padre y a mi hermano menor. Otras cuatro personas también habían muerto.	1
El Consejo de Seguridad aguarda con interés las conclusiones y recomendaciones de la misión.	0
El Programa de Asistencia Técnica para Investigaciones Criminales Internacionales y el programa CARDS de la Comisión Europea han acordado formar instructores de policía local para que éstos puedan instruir a su vez tanto a especialistas como a directores de rango superior.	0
A mediados de noviembre se produjo una intensificación de los enfrentamientos armados entre las fuerzas de seguridad serbias y el autoproclamado Ejército de Liberación de Presevo, Medvedja y Bujanovac (UCPMB) en la zona de seguridad terrestre.	1
El Comité y la Interpol no han hecho más que comenzar el proceso de producir y publicar avisos sobre cada una de las personas incluidas en la lista consolidada.	0
Además, el Comité recibió una notificación, a la que respondió, en relación con el embargo de armas vinculada al párrafo 13 a) de la resolución 2009 (2011), que no debía haberse presentado, ya que se refería a material no letal que se había de suministrar al Gobierno de Libia.	0
El Secretario General advierte en forma inequívoca que hasta ahora no se han cumplido plenamente ninguna de las ocho normas.	0
Este ha sido el tercer cohete lanzado desde Gaza hacia Israel desde el verano.	1
El fenómeno de los combatientes terroristas extranjeros no puede abordarse exclusivamente desde el ámbito de la seguridad.	0
