ar	QuadClass
ويؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [للدولة المتضررة] من أجل دعم عودة اللاجئين طواعية سالمين مكرمين ويحث الدول المضيفة على مواصلة تقديم الحماية الدولية إلى [أولئك] اللاجئين الذين يحتاجون إليها.	4
وقد عملت اللجنة على مدى عامين، حدّدت خلالهما أكثر من 800 مكان احتجاز، وحوالي 000 50 حالة تعذيب، و 000 200 من الوفيات، ونحو مليوني نازح جراء التطهير العرقي، وأجرت تحقيقا واسع النطاق في حالات الاغتصاب المنظم، بما يشمل ما يزيد على 500 إقرار خطي من الضحايا ممن تعرّفوا على هويات مغتصبيهم(ب).	1
٢٧ - ويشدد رؤساء الدول والحكومات، إذ يساورهم القلق إزاء الحالة السائدة في جنوب ليبيا، على ضرورة تسوية هذه الحالة حفاظا على استقرار منطقة الساحل.	0
وقد تدخلت القوات الحكومية متأخرة في سير الأحداث بإطلاق النار من داخل معسكرها، ولكن جاءت جهودها متأخرة جدا وكانت غير كافية لإنقاذ الأرواح أو الممتلكات.	1
وإذ يشير إلى البيان الرئاسي الصادر عن مجلس الأمن في 9 أيار/مايو 2011 (S/PRST/2011/9)، الذي يلاحظ فيه المجلس أن أسامة بن لادن لن يستطيع بعد الآن ارتكاب أعمال الإرهاب،	0
45 - واضطلعت المنظمة الدولية للشرطة الجنائية (الإنتربول) ببرامج بناء القدرات في مجال مكافحة الإرهاب في منطقة الساحل والقرن الأفريقي من أجل تعزيز تبادل المعلومات بين الوكالات، وتقوية استجابتها العملانية المتكاملة في المنطقة، وتوسيع نطاق استخدام شبكة اتصالاتها الآمنة وقواعد بياناتها وخدماتها.	2
قرار مجلس الأمن 1318 (2000)، الفقرة سادسا من المنطوق يؤكد أهمية قيام جميع الدول الأعضاء، ولا سيما الدول المشتركة في صناعة الأسلحة أو تسويقها، بتقييد نقل الأسلحة التي يمكن أن تثير النـزاعات المسلحة أو تطيل أمدها أو تزيد من حدة التوترات أو النـزاعات القائمة ...	4
فقد أوصت منظمة الأمن والتعاون في أوروبا بتشكيل فريق من الخبراء للنظر في إمكانية اللجوء إلى وسائل قانونية ومؤسسية لمواجهة التهديد، ورفع مستوى التعاون الدولي()؛ وأصدر الفريق العامل المعني بإدارة شبكة الإنترنت في شهر شباط/فبراير 2005 ورقة للمناقشة من قبل المنظمة الأم، القمة العالمية لمجتمع المعلومات()، وأوصى مجلس وزراء الداخلية العرب في اجتماعه المعقود في حزيران/يونيه 2005، في تونس، باتخاذ تدابير محددة للتصدي لمسألة استخدام الإرهابيين لشبكة الإنترنت؛ وفي نفس الشهر؛ وافق وزراء العدل ووزراء الشؤون الداخلية لمجموعة الثماني في شفيلد، بالمملكة المتحدة، على ضرورة إدراج المسألة على جدول أعمال مؤتمر قمة مجموعة الثماني في شهر تموز/يوليه 2005.	0
ووضعت الدولتان الأخريان منذ أكثر من خمسة أعوام، قوانين لمكافحة الإرهاب ولكن لم تبلغ عن أي تحقيقات أو محاكمات أجريت في هذا الصدد.	0
وفي 29 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية قذيفتين على مسجد الإمام النووي بالرقة فقتلت 11 شخصا، منهم طفل، وجرحت 16 آخرين.	1
إذ يشير إلى قراراته السابقة بشأن الإرهاب الدولي والتهديد الذي يشكله بالنسبة لأفغانستان، ولا سيما قراراته 1267 (1999) و 1333 (2000) و 1363 (2001) و 1373 (2001) و 1390 (2002) و 1452 (2002) و 1455 (2003) و 1526 (2004) و 1566 (2004) و 1617 (2005) و 1624 (2005) و 1699 (2006) و 1730 (2006) و 1735 (2006) و 1822 (2008) و 1904 (2009) و 1988 (2011) و 1989 (2011) وبيانات رئيسه ذات الصلة بالموضوع،	0
وإذ يؤكد أن الملاذات الآمنة المتاحة للإرهابيين تظل مصدر قلق بالغ وأن الدول الأعضاء كافة يجب أن تتعاون تعاونا تاما في مكافحة الإرهاب من أجل العثور على أي شخص يدعم أو ييسر تمويل الأعمال الإرهابية أو التخطيط أو التحضير لها أو ارتكابها أو توفير الملاذ الآمن، أو يشارك أو يحاول المشاركة في ذلك، وعدم منح الملاذ الآمن لذلك الشخص، وتقديمه إلى العدالة استنادا إلى مبدأ إما التسليم أو المحاكمة،	4
4 - وتقترح المذكرة أن يشرع مجلس الأمن في عملية ''استعراض استراتيجي`` رسمية للنظر في مدى احتمال أن يؤثر تقاطع الجريمة العابرة للحدود والإرهاب في جهود المجلس المبذولة في مجال منع نشوب النزاعات وتسويتها، خصوصا في أفريقيا، والنظر في الأدوات الموضوعة تحت تصرفه لتقليص الحيز الاستراتيجي الذي تتيحه الجريمة العابرة للحدود للجماعات الإرهابية.	0
